日期,買賣權別,身份別,未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2018/10/2,CALL,自營商,-47565,51829
2018/10/2,CALL,投信,-461,-3912
2018/10/2,CALL,外資及陸資,15879,-4506
2018/10/2,PUT,自營商,31137,35029
2018/10/2,PUT,投信,1936,7882
2018/10/2,PUT,外資及陸資,7082,8290
2018/10/3,CALL,自營商,-21143,49584
2018/10/3,CALL,投信,-445,-3588
2018/10/3,CALL,外資及陸資,13747,2698
2018/10/3,PUT,自營商,8471,-20035
2018/10/3,PUT,投信,1654,11043
2018/10/3,PUT,外資及陸資,-2864,-5364
2018/10/4,CALL,自營商,-57474,-9855
2018/10/4,CALL,投信,-445,-2235
2018/10/4,CALL,外資及陸資,14976,13817
2018/10/4,PUT,自營商,13955,79651
2018/10/4,PUT,投信,1654,21458
2018/10/4,PUT,外資及陸資,12304,59598
2018/10/5,CALL,自營商,-87937,-21978
2018/10/5,CALL,投信,-180,-1080
2018/10/5,CALL,外資及陸資,4952,-6776
2018/10/5,PUT,自營商,14792,197627
2018/10/5,PUT,投信,1642,36466
2018/10/5,PUT,外資及陸資,16188,93248
2018/10/8,CALL,自營商,-105780,-27669
2018/10/8,CALL,投信,-349,-968
2018/10/8,CALL,外資及陸資,-1396,-24593
2018/10/8,PUT,自營商,13642,225735
2018/10/8,PUT,投信,1631,39769
2018/10/8,PUT,外資及陸資,17921,100263
2018/10/9,CALL,自營商,-102397,-11639
2018/10/9,CALL,投信,-440,-824
2018/10/9,CALL,外資及陸資,2959,-11976
2018/10/9,PUT,自營商,17592,253164
2018/10/9,PUT,投信,1636,39860
2018/10/9,PUT,外資及陸資,23079,90932
2018/10/11,CALL,自營商,-103209,-37961
2018/10/11,CALL,投信,-180,-27
2018/10/11,CALL,外資及陸資,-31861,-57479
2018/10/11,PUT,自營商,11614,281737
2018/10/11,PUT,投信,1499,107718
2018/10/11,PUT,外資及陸資,-3117,172787
2018/10/12,CALL,自營商,-109996,-77327
2018/10/12,CALL,投信,-180,-15
2018/10/12,CALL,外資及陸資,-15234,-33828
2018/10/12,PUT,自營商,14130,306589
2018/10/12,PUT,投信,1082,47875
2018/10/12,PUT,外資及陸資,4111,138525
2018/10/15,CALL,自營商,-116425,-65966
2018/10/15,CALL,投信,-180,-3825
2018/10/15,CALL,外資及陸資,-12096,-11872
2018/10/15,PUT,自營商,14017,301732
2018/10/15,PUT,投信,1091,53622
2018/10/15,PUT,外資及陸資,15053,186061
2018/10/16,CALL,自營商,-123371,-85094
2018/10/16,CALL,投信,-194,-4133
2018/10/16,CALL,外資及陸資,-2201,11504
2018/10/16,PUT,自營商,8372,290272
2018/10/16,PUT,投信,1096,48025
2018/10/16,PUT,外資及陸資,29469,126337
2018/10/17,CALL,自營商,-10716,-15350
2018/10/17,CALL,投信,-436,-5451
2018/10/17,CALL,外資及陸資,5632,10944
2018/10/17,PUT,自營商,-1773,-17606
2018/10/17,PUT,投信,-258,-1044
2018/10/17,PUT,外資及陸資,4204,78019
2018/10/18,CALL,自營商,-17416,5561
2018/10/18,CALL,投信,-436,-4675
2018/10/18,CALL,外資及陸資,5411,4832
2018/10/18,PUT,自營商,-9675,-18502
2018/10/18,PUT,投信,-258,-1395
2018/10/18,PUT,外資及陸資,12328,95997
2018/10/19,CALL,自營商,-16166,42025
2018/10/19,CALL,投信,-436,-4818
2018/10/19,CALL,外資及陸資,13,-25196
2018/10/19,PUT,自營商,-8887,-25517
2018/10/19,PUT,投信,1530,3114
2018/10/19,PUT,外資及陸資,14780,96479
2018/10/22,CALL,自營商,-26868,30168
2018/10/22,CALL,投信,-436,-4948
2018/10/22,CALL,外資及陸資,-2245,-51985
2018/10/22,PUT,自營商,2986,9635
2018/10/22,PUT,投信,1530,981
2018/10/22,PUT,外資及陸資,18297,74598
2018/10/23,CALL,自營商,-40197,32903
2018/10/23,CALL,投信,-436,-3308
2018/10/23,CALL,外資及陸資,-5097,-29551
2018/10/23,PUT,自營商,1738,36178
2018/10/23,PUT,投信,1530,5973
2018/10/23,PUT,外資及陸資,12177,67142
2018/10/24,CALL,自營商,-19430,24969
2018/10/24,CALL,投信,-440,-2966
2018/10/24,CALL,外資及陸資,-9309,-19140
2018/10/24,PUT,自營商,5348,13843
2018/10/24,PUT,投信,-280,-1393
2018/10/24,PUT,外資及陸資,1425,59330
2018/10/25,CALL,自營商,-30285,29155
2018/10/25,CALL,投信,-440,-1697
2018/10/25,CALL,外資及陸資,-3268,37458
2018/10/25,PUT,自營商,10802,42600
2018/10/25,PUT,投信,-280,-2711
2018/10/25,PUT,外資及陸資,-2132,62436
2018/10/26,CALL,自營商,-47320,11280
2018/10/26,CALL,投信,-450,-2605
2018/10/26,CALL,外資及陸資,-2920,36697
2018/10/26,PUT,自營商,10272,73070
2018/10/26,PUT,投信,-280,-3045
2018/10/26,PUT,外資及陸資,-241,60143
2018/10/29,CALL,自營商,-47421,34779
2018/10/29,CALL,投信,-450,-2830
2018/10/29,CALL,外資及陸資,-918,48580
2018/10/29,PUT,自營商,9880,19240
2018/10/29,PUT,投信,-280,-2396
2018/10/29,PUT,外資及陸資,1915,56983
2018/10/30,CALL,自營商,-46082,28252
2018/10/30,CALL,投信,-450,-3149
2018/10/30,CALL,外資及陸資,2071,61907
2018/10/30,PUT,自營商,5562,10239
2018/10/30,PUT,投信,-280,-1798
2018/10/30,PUT,外資及陸資,6269,42658
2018/10/31,CALL,自營商,-33142,38375
2018/10/31,CALL,投信,-570,-5496
2018/10/31,CALL,外資及陸資,3086,92828
2018/10/31,PUT,自營商,11244,23772
2018/10/31,PUT,投信,-267,-1071
2018/10/31,PUT,外資及陸資,588,28522
2018/11/1,CALL,自營商,-38604,-33744
2018/11/1,CALL,投信,-570,-6159
2018/11/1,CALL,外資及陸資,16771,168966
2018/11/1,PUT,自營商,13240,64227
2018/11/1,PUT,投信,-267,-749
2018/11/1,PUT,外資及陸資,-830,-33688
2018/11/2,CALL,自營商,-38692,-36185
2018/11/2,CALL,投信,-570,-7477
2018/11/2,CALL,外資及陸資,22522,210501
2018/11/2,PUT,自營商,9760,46924
2018/11/2,PUT,投信,-267,-509
2018/11/2,PUT,外資及陸資,-1283,-44261
2018/11/5,CALL,自營商,-53902,-61690
2018/11/5,CALL,投信,-570,-6446
2018/11/5,CALL,外資及陸資,22638,182196
2018/11/5,PUT,自營商,16689,51439
2018/11/5,PUT,投信,-267,-576
2018/11/5,PUT,外資及陸資,3543,-41228
2018/11/6,CALL,自營商,-58520,-31827
2018/11/6,CALL,投信,-570,-5818
2018/11/6,CALL,外資及陸資,27022,157667
2018/11/6,PUT,自營商,12102,55083
2018/11/6,PUT,投信,-267,-615
2018/11/6,PUT,外資及陸資,9481,-55816
2018/11/7,CALL,自營商,-38354,443
2018/11/7,CALL,投信,-570,-6404
2018/11/7,CALL,外資及陸資,17249,171551
2018/11/7,PUT,自營商,8282,45212
2018/11/7,PUT,投信,-270,-686
2018/11/7,PUT,外資及陸資,-8874,-65972
2018/11/8,CALL,自營商,-45093,-53329
2018/11/8,CALL,投信,-444,-5562
2018/11/8,CALL,外資及陸資,18584,170779
2018/11/8,PUT,自營商,12350,56139
2018/11/8,PUT,投信,-270,-357
2018/11/8,PUT,外資及陸資,-9067,-60750
2018/11/9,CALL,自營商,-58546,-25433
2018/11/9,CALL,投信,-444,-3729
2018/11/9,CALL,外資及陸資,15025,116055
2018/11/9,PUT,自營商,19033,75646
2018/11/9,PUT,投信,-270,-592
2018/11/9,PUT,外資及陸資,-13848,-65717
2018/11/12,CALL,自營商,-49932,10368
2018/11/12,CALL,投信,-444,-3739
2018/11/12,CALL,外資及陸資,19176,122654
2018/11/12,PUT,自營商,9466,39017
2018/11/12,PUT,投信,-270,-398
2018/11/12,PUT,外資及陸資,-13626,-67203
2018/11/13,CALL,自營商,-77574,67477
2018/11/13,CALL,投信,-430,-2685
2018/11/13,CALL,外資及陸資,25489,90935
2018/11/13,PUT,自營商,16007,112814
2018/11/13,PUT,投信,-270,-491
2018/11/13,PUT,外資及陸資,-12740,-85935
2018/11/14,CALL,自營商,-62225,-23112
2018/11/14,CALL,投信,-561,-3609
2018/11/14,CALL,外資及陸資,22124,118001
2018/11/14,PUT,自營商,20844,40968
2018/11/14,PUT,投信,1131,4613
2018/11/14,PUT,外資及陸資,-19536,-73287
2018/11/15,CALL,自營商,-61766,-35193
2018/11/15,CALL,投信,-561,-4328
2018/11/15,CALL,外資及陸資,32589,157161
2018/11/15,PUT,自營商,20580,56186
2018/11/15,PUT,投信,1831,5674
2018/11/15,PUT,外資及陸資,-11315,-47171
2018/11/16,CALL,自營商,-69645,-25512
2018/11/16,CALL,投信,-561,-3595
2018/11/16,CALL,外資及陸資,31352,130301
2018/11/16,PUT,自營商,25072,55045
2018/11/16,PUT,投信,1806,8878
2018/11/16,PUT,外資及陸資,-8334,-55098
2018/11/19,CALL,自營商,-66277,-23390
2018/11/19,CALL,投信,-558,-3634
2018/11/19,CALL,外資及陸資,34301,148210
2018/11/19,PUT,自營商,18776,9439
2018/11/19,PUT,投信,1806,5271
2018/11/19,PUT,外資及陸資,-6527,-23397
2018/11/20,CALL,自營商,-75584,-25728
2018/11/20,CALL,投信,-554,-2339
2018/11/20,CALL,外資及陸資,34925,115841
2018/11/20,PUT,自營商,23734,21131
2018/11/20,PUT,投信,781,4220
2018/11/20,PUT,外資及陸資,-5336,-20874
2018/11/21,CALL,自營商,-20402,-59677
2018/11/21,CALL,投信,-257,-1067
2018/11/21,CALL,外資及陸資,13074,63823
2018/11/21,PUT,自營商,13777,137021
2018/11/21,PUT,投信,430,1858
2018/11/21,PUT,外資及陸資,-25235,-213937
2018/11/22,CALL,自營商,-21929,-48576
2018/11/22,CALL,投信,-557,-3505
2018/11/22,CALL,外資及陸資,15826,53770
2018/11/22,PUT,自營商,9035,143107
2018/11/22,PUT,投信,430,1590
2018/11/22,PUT,外資及陸資,-23932,-211595
2018/11/23,CALL,自營商,-26987,-17962
2018/11/23,CALL,投信,-557,-2810
2018/11/23,CALL,外資及陸資,15564,30211
2018/11/23,PUT,自營商,1578,151426
2018/11/23,PUT,投信,430,2922
2018/11/23,PUT,外資及陸資,-24864,-249868
2018/11/26,CALL,自營商,-21280,3843
2018/11/26,CALL,投信,-557,-3789
2018/11/26,CALL,外資及陸資,23660,56029
2018/11/26,PUT,自營商,-2158,136639
2018/11/26,PUT,投信,430,482
2018/11/26,PUT,外資及陸資,-20404,-187352
2018/11/27,CALL,自營商,-45604,-24626
2018/11/27,CALL,投信,-557,-3337
2018/11/27,CALL,外資及陸資,25498,47600
2018/11/27,PUT,自營商,20080,197440
2018/11/27,PUT,投信,430,116
2018/11/27,PUT,外資及陸資,-14087,-180113
2018/11/28,CALL,自營商,-27232,-36544
2018/11/28,CALL,投信,-557,-4708
2018/11/28,CALL,外資及陸資,20823,77554
2018/11/28,PUT,自營商,19193,124459
2018/11/28,PUT,投信,782,2098
2018/11/28,PUT,外資及陸資,-24259,-140885
2018/11/29,CALL,自營商,-22320,-14391
2018/11/29,CALL,投信,-557,-4799
2018/11/29,CALL,外資及陸資,26899,89205
2018/11/29,PUT,自營商,12463,73235
2018/11/29,PUT,投信,782,1732
2018/11/29,PUT,外資及陸資,-14855,-108318
2018/11/30,CALL,自營商,-33196,-70462
2018/11/30,CALL,投信,-557,-4663
2018/11/30,CALL,外資及陸資,27978,95271
2018/11/30,PUT,自營商,13388,81161
2018/11/30,PUT,投信,1507,8882
2018/11/30,PUT,外資及陸資,-11523,-97188
2018/12/3,CALL,自營商,-19942,-51718
2018/12/3,CALL,投信,-557,-8180
2018/12/3,CALL,外資及陸資,36416,224772
2018/12/3,PUT,自營商,-9244,19917
2018/12/3,PUT,投信,1507,1388
2018/12/3,PUT,外資及陸資,-5549,-55609
2018/12/4,CALL,自營商,-34848,-63793
2018/12/4,CALL,投信,-557,-6603
2018/12/4,CALL,外資及陸資,33400,142220
2018/12/4,PUT,自營商,7700,53009
2018/12/4,PUT,投信,1507,1495
2018/12/4,PUT,外資及陸資,-725,-36851
2018/12/5,CALL,自營商,-31297,-44678
2018/12/5,CALL,投信,-563,-4380
2018/12/5,CALL,外資及陸資,28339,65631
2018/12/5,PUT,自營商,8602,57173
2018/12/5,PUT,投信,1928,10150
2018/12/5,PUT,外資及陸資,-4892,1640
2018/12/6,CALL,自營商,-47331,-30307
2018/12/6,CALL,投信,-563,-2573
2018/12/6,CALL,外資及陸資,26474,32021
2018/12/6,PUT,自營商,4629,-92697
2018/12/6,PUT,投信,1928,21291
2018/12/6,PUT,外資及陸資,787,158575
2018/12/7,CALL,自營商,-31487,10961
2018/12/7,CALL,投信,-563,-2905
2018/12/7,CALL,外資及陸資,27854,39844
2018/12/7,PUT,自營商,1001,-81276
2018/12/7,PUT,投信,1928,15591
2018/12/7,PUT,外資及陸資,-1481,104880
2018/12/10,CALL,自營商,-42338,24509
2018/12/10,CALL,投信,-563,-1887
2018/12/10,CALL,外資及陸資,35246,52599
2018/12/10,PUT,自營商,5599,-93913
2018/12/10,PUT,投信,1713,20236
2018/12/10,PUT,外資及陸資,-3440,138820
2018/12/11,CALL,自營商,-57597,-370
2018/12/11,CALL,投信,-563,-2041
2018/12/11,CALL,外資及陸資,39394,73563
2018/12/11,PUT,自營商,12020,-43952
2018/12/11,PUT,投信,1643,14926
2018/12/11,PUT,外資及陸資,-1855,101797
2018/12/12,CALL,自營商,-44805,-33497
2018/12/12,CALL,投信,-557,-2861
2018/12/12,CALL,外資及陸資,32295,99767
2018/12/12,PUT,自營商,17507,2889
2018/12/12,PUT,投信,1485,6591
2018/12/12,PUT,外資及陸資,-4326,33699
2018/12/13,CALL,自營商,-33557,-32538
2018/12/13,CALL,投信,-557,-3021
2018/12/13,CALL,外資及陸資,32834,102812
2018/12/13,PUT,自營商,9483,-2592
2018/12/13,PUT,投信,1485,4236
2018/12/13,PUT,外資及陸資,2478,9578
2018/12/14,CALL,自營商,-52416,-45616
2018/12/14,CALL,投信,-300,-1886
2018/12/14,CALL,外資及陸資,33826,65926
2018/12/14,PUT,自營商,19369,17819
2018/12/14,PUT,投信,1485,8512
2018/12/14,PUT,外資及陸資,4755,48719
2018/12/17,CALL,自營商,-40858,13302
2018/12/17,CALL,投信,-300,-2230
2018/12/17,CALL,外資及陸資,38339,83031
2018/12/17,PUT,自營商,-132,-3128
2018/12/17,PUT,投信,1485,4261
2018/12/17,PUT,外資及陸資,8160,11897
2018/12/18,CALL,自營商,-54056,-52363
2018/12/18,CALL,投信,-300,-1689
2018/12/18,CALL,外資及陸資,36921,57596
2018/12/18,PUT,自營商,15014,42778
2018/12/18,PUT,投信,1085,6214
2018/12/18,PUT,外資及陸資,8676,47222
2018/12/19,CALL,自營商,-13338,-55285
2018/12/19,CALL,投信,-254,-1029
2018/12/19,CALL,外資及陸資,18160,83897
2018/12/19,PUT,自營商,10757,4059
2018/12/19,PUT,投信,964,2442
2018/12/19,PUT,外資及陸資,-10431,-18750
2018/12/20,CALL,自營商,-16873,-67305
2018/12/20,CALL,投信,-254,-699
2018/12/20,CALL,外資及陸資,24407,75390
2018/12/20,PUT,自營商,10961,-31873
2018/12/20,PUT,投信,964,3568
2018/12/20,PUT,外資及陸資,-5743,-6313
2018/12/21,CALL,自營商,-22213,-78204
2018/12/21,CALL,投信,-254,-686
2018/12/21,CALL,外資及陸資,24761,80701
2018/12/21,PUT,自營商,29708,9316
2018/12/21,PUT,投信,784,1658
2018/12/21,PUT,外資及陸資,-2035,-1940
2018/12/22,CALL,自營商,-25229,-64528
2018/12/22,CALL,投信,-474,-2338
2018/12/22,CALL,外資及陸資,25242,63017
2018/12/22,PUT,自營商,28317,22432
2018/12/22,PUT,投信,784,2660
2018/12/22,PUT,外資及陸資,-919,12283
2018/12/24,CALL,自營商,-31270,-63778
2018/12/24,CALL,投信,-474,-2381
2018/12/24,CALL,外資及陸資,27289,72596
2018/12/24,PUT,自營商,29311,19383
2018/12/24,PUT,投信,784,1098
2018/12/24,PUT,外資及陸資,417,-9080
2018/12/25,CALL,自營商,-62268,-108352
2018/12/25,CALL,投信,-474,-1603
2018/12/25,CALL,外資及陸資,33136,81023
2018/12/25,PUT,自營商,26069,-3167
2018/12/25,PUT,投信,434,1878
2018/12/25,PUT,外資及陸資,7212,56483
2018/12/26,CALL,自營商,-34547,-36052
2018/12/26,CALL,投信,-474,-1533
2018/12/26,CALL,外資及陸資,29153,97006
2018/12/26,PUT,自營商,14036,11499
2018/12/26,PUT,投信,-268,-1404
2018/12/26,PUT,外資及陸資,4421,8568
2018/12/27,CALL,自營商,-25884,-54538
2018/12/27,CALL,投信,-474,-2208
2018/12/27,CALL,外資及陸資,35638,177276
2018/12/27,PUT,自營商,5431,-27779
2018/12/27,PUT,投信,-268,-619
2018/12/27,PUT,外資及陸資,19869,13685
2018/12/28,CALL,自營商,-17068,-39959
2018/12/28,CALL,投信,-474,-2416
2018/12/28,CALL,外資及陸資,39373,196084
2018/12/28,PUT,自營商,-3416,-43443
2018/12/28,PUT,投信,1732,2629
2018/12/28,PUT,外資及陸資,30555,9580
2019/1/2,CALL,自營商,-38710,-43652
2019/1/2,CALL,投信,-474,-1490
2019/1/2,CALL,外資及陸資,37034,103796
2019/1/2,PUT,自營商,13233,-7057
2019/1/2,PUT,投信,-270,-940
2019/1/2,PUT,外資及陸資,18326,40379
2019/1/3,CALL,自營商,-45107,-10832
2019/1/3,CALL,投信,-220,-932
2019/1/3,CALL,外資及陸資,43853,77360
2019/1/3,PUT,自營商,9578,-24519
2019/1/3,PUT,投信,-270,-1132
2019/1/3,PUT,外資及陸資,23059,65398
2019/1/4,CALL,自營商,-75336,-14087
2019/1/4,CALL,投信,-391,-955
2019/1/4,CALL,外資及陸資,45296,59339
2019/1/4,PUT,自營商,18176,-14820
2019/1/4,PUT,投信,-270,-1347
2019/1/4,PUT,外資及陸資,21481,83723
2019/1/7,CALL,自營商,-45905,77728
2019/1/7,CALL,投信,-391,-1907
2019/1/7,CALL,外資及陸資,49781,108557
2019/1/7,PUT,自營商,-1883,-20909
2019/1/7,PUT,投信,-270,-417
2019/1/7,PUT,外資及陸資,28076,29116
2019/1/8,CALL,自營商,-52795,64518
2019/1/8,CALL,投信,-391,-1759
2019/1/8,CALL,外資及陸資,51922,90605
2019/1/8,PUT,自營商,-7996,-14756
2019/1/8,PUT,投信,-270,-338
2019/1/8,PUT,外資及陸資,29082,3380
2019/1/9,CALL,自營商,-42434,51023
2019/1/9,CALL,投信,-473,-3024
2019/1/9,CALL,外資及陸資,49936,164632
2019/1/9,PUT,自營商,-7262,-10534
2019/1/9,PUT,投信,837,3900
2019/1/9,PUT,外資及陸資,22134,-18156
2019/1/10,CALL,自營商,-45363,22582
2019/1/10,CALL,投信,-473,-2800
2019/1/10,CALL,外資及陸資,52270,152427
2019/1/10,PUT,自營商,-7296,-20214
2019/1/10,PUT,投信,1937,7068
2019/1/10,PUT,外資及陸資,25991,-31322
2019/1/11,CALL,自營商,-27144,73092
2019/1/11,CALL,投信,-474,-3130
2019/1/11,CALL,外資及陸資,52190,187170
2019/1/11,PUT,自營商,-16774,-57505
2019/1/11,PUT,投信,1937,4105
2019/1/11,PUT,外資及陸資,23148,-51095
2019/1/14,CALL,自營商,-47822,-446
2019/1/14,CALL,投信,-474,-2513
2019/1/14,CALL,外資及陸資,50218,133699
2019/1/14,PUT,自營商,4346,-33563
2019/1/14,PUT,投信,1937,5397
2019/1/14,PUT,外資及陸資,25906,-51934
2019/1/15,CALL,自營商,-27361,82893
2019/1/15,CALL,投信,-472,-3420
2019/1/15,CALL,外資及陸資,46793,185217
2019/1/15,PUT,自營商,-17790,-36643
2019/1/15,PUT,投信,904,255
2019/1/15,PUT,外資及陸資,26100,-52556
2019/1/16,CALL,自營商,2669,11378
2019/1/16,CALL,投信,-250,-938
2019/1/16,CALL,外資及陸資,21472,79704
2019/1/16,PUT,自營商,-3536,-63408
2019/1/16,PUT,投信,1039,2654
2019/1/16,PUT,外資及陸資,-8378,-35431
2019/1/17,CALL,自營商,3807,41682
2019/1/17,CALL,投信,-250,-925
2019/1/17,CALL,外資及陸資,34520,82369
2019/1/17,PUT,自營商,-5609,-70367
2019/1/17,PUT,投信,1039,1796
2019/1/17,PUT,外資及陸資,-6582,-47717
2019/1/18,CALL,自營商,8892,82521
2019/1/18,CALL,投信,-250,-1013
2019/1/18,CALL,外資及陸資,36508,82303
2019/1/18,PUT,自營商,-6533,-61694
2019/1/18,PUT,投信,1769,2389
2019/1/18,PUT,外資及陸資,-6679,-56549
2019/1/21,CALL,自營商,15551,102116
2019/1/21,CALL,投信,-450,-1453
2019/1/21,CALL,外資及陸資,41317,103300
2019/1/21,PUT,自營商,-10337,-52616
2019/1/21,PUT,投信,1769,824
2019/1/21,PUT,外資及陸資,-4114,-58571
2019/1/22,CALL,自營商,703,66502
2019/1/22,CALL,投信,-450,-1273
2019/1/22,CALL,外資及陸資,39531,76460
2019/1/22,PUT,自營商,843,-44041
2019/1/22,PUT,投信,1239,7537
2019/1/22,PUT,外資及陸資,-4456,-69427
2019/1/23,CALL,自營商,-981,43422
2019/1/23,CALL,投信,-453,-930
2019/1/23,CALL,外資及陸資,32445,66322
2019/1/23,PUT,自營商,5411,15816
2019/1/23,PUT,投信,1235,7227
2019/1/23,PUT,外資及陸資,-12288,-67827
2019/1/24,CALL,自營商,1664,39426
2019/1/24,CALL,投信,-453,-1061
2019/1/24,CALL,外資及陸資,35350,72358
2019/1/24,PUT,自營商,6721,16386
2019/1/24,PUT,投信,1235,5850
2019/1/24,PUT,外資及陸資,-9339,-69458
2019/1/25,CALL,自營商,16102,124227
2019/1/25,CALL,投信,-453,-1730
2019/1/25,CALL,外資及陸資,41921,109051
2019/1/25,PUT,自營商,-13673,-19181
2019/1/25,PUT,投信,1235,3583
2019/1/25,PUT,外資及陸資,-13275,-78855
2019/1/28,CALL,自營商,10767,110557
2019/1/28,CALL,投信,-453,-1831
2019/1/28,CALL,外資及陸資,44930,116626
2019/1/28,PUT,自營商,-11493,1686
2019/1/28,PUT,投信,1585,8307
2019/1/28,PUT,外資及陸資,-13911,-82222
2019/1/29,CALL,自營商,-17308,73254
2019/1/29,CALL,投信,-453,-1368
2019/1/29,CALL,外資及陸資,50698,82593
2019/1/29,PUT,自營商,9743,55539
2019/1/29,PUT,投信,1585,10692
2019/1/29,PUT,外資及陸資,1352,-44039
2019/1/30,CALL,自營商,-7846,53108
2019/1/30,CALL,投信,-453,-1420
2019/1/30,CALL,外資及陸資,40283,98918
2019/1/30,PUT,自營商,11010,54458
2019/1/30,PUT,投信,1939,11865
2019/1/30,PUT,外資及陸資,-2013,-35136
2019/2/11,CALL,自營商,-15252,61318
2019/2/11,CALL,投信,-453,-1123
2019/2/11,CALL,外資及陸資,50058,100455
2019/2/11,PUT,自營商,-5721,32399
2019/2/11,PUT,投信,1940,4551
2019/2/11,PUT,外資及陸資,2565,-33614
2019/2/12,CALL,自營商,-15165,74228
2019/2/12,CALL,投信,-453,-1799
2019/2/12,CALL,外資及陸資,59719,150917
2019/2/12,PUT,自營商,-20587,26411
2019/2/12,PUT,投信,1945,1879
2019/2/12,PUT,外資及陸資,13557,-31507
2019/2/13,CALL,自營商,-34977,14394
2019/2/13,CALL,投信,-453,-1749
2019/2/13,CALL,外資及陸資,65343,151313
2019/2/13,PUT,自營商,373,55203
2019/2/13,PUT,投信,1945,4484
2019/2/13,PUT,外資及陸資,22552,-21237
2019/2/14,CALL,自營商,-22786,16434
2019/2/14,CALL,投信,-446,-1087
2019/2/14,CALL,外資及陸資,70310,141025
2019/2/14,PUT,自營商,-10957,11789
2019/2/14,PUT,投信,1945,4433
2019/2/14,PUT,外資及陸資,29178,-24173
2019/2/15,CALL,自營商,-24053,26607
2019/2/15,CALL,投信,-446,-741
2019/2/15,CALL,外資及陸資,72476,114979
2019/2/15,PUT,自營商,-9394,18273
2019/2/15,PUT,投信,1745,5143
2019/2/15,PUT,外資及陸資,37419,-35676
2019/2/18,CALL,自營商,-18812,56657
2019/2/18,CALL,投信,-444,-940
2019/2/18,CALL,外資及陸資,81423,184679
2019/2/18,PUT,自營商,-24103,1715
2019/2/18,PUT,投信,1745,6215
2019/2/18,PUT,外資及陸資,35657,-48753
2019/2/19,CALL,自營商,-33653,28092
2019/2/19,CALL,投信,-443,-755
2019/2/19,CALL,外資及陸資,79209,173242
2019/2/19,PUT,自營商,-15833,9921
2019/2/19,PUT,投信,1695,5667
2019/2/19,PUT,外資及陸資,38488,-52528
2019/2/20,CALL,自營商,-501,42412
2019/2/20,CALL,投信,-241,-777
2019/2/20,CALL,外資及陸資,50226,171986
2019/2/20,PUT,自營商,-21262,-29689
2019/2/20,PUT,投信,1644,3042
2019/2/20,PUT,外資及陸資,-7968,-55540
2019/2/21,CALL,自營商,-6136,75439
2019/2/21,CALL,投信,-241,-1052
2019/2/21,CALL,外資及陸資,53556,198940
2019/2/21,PUT,自營商,-22037,-9047
2019/2/21,PUT,投信,1644,1990
2019/2/21,PUT,外資及陸資,-91,-41205
2019/2/22,CALL,自營商,-17552,43995
2019/2/22,CALL,投信,-241,-900
2019/2/22,CALL,外資及陸資,58188,174787
2019/2/22,PUT,自營商,-14077,8065
2019/2/22,PUT,投信,1764,5687
2019/2/22,PUT,外資及陸資,6662,-37981
2019/2/25,CALL,自營商,-10011,91698
2019/2/25,CALL,投信,-241,-1059
2019/2/25,CALL,外資及陸資,66619,219095
2019/2/25,PUT,自營商,-20219,743
2019/2/25,PUT,投信,1764,3736
2019/2/25,PUT,外資及陸資,3945,-31597
2019/2/26,CALL,自營商,-14881,76615
2019/2/26,CALL,投信,-241,-1024
2019/2/26,CALL,外資及陸資,71682,217447
2019/2/26,PUT,自營商,-14352,739
2019/2/26,PUT,投信,1764,4282
2019/2/26,PUT,外資及陸資,-281,-45682
2019/2/27,CALL,自營商,-4764,99437
2019/2/27,CALL,投信,-241,-1034
2019/2/27,CALL,外資及陸資,67670,222689
2019/2/27,PUT,自營商,-17334,260
2019/2/27,PUT,投信,1766,4099
2019/2/27,PUT,外資及陸資,-10871,-56212
2019/3/4,CALL,自營商,-28219,28317
2019/3/4,CALL,投信,-241,-698
2019/3/4,CALL,外資及陸資,59924,152052
2019/3/4,PUT,自營商,-2147,30398
2019/3/4,PUT,投信,1766,4191
2019/3/4,PUT,外資及陸資,3702,-47564
2019/3/5,CALL,自營商,-28233,45123
2019/3/5,CALL,投信,-241,-486
2019/3/5,CALL,外資及陸資,68509,139597
2019/3/5,PUT,自營商,-8289,22432
2019/3/5,PUT,投信,1766,4604
2019/3/5,PUT,外資及陸資,7547,-52680
2019/3/6,CALL,自營商,-9614,64136
2019/3/6,CALL,投信,-401,-782
2019/3/6,CALL,外資及陸資,71224,169986
2019/3/6,PUT,自營商,-27430,-18376
2019/3/6,PUT,投信,1746,5013
2019/3/6,PUT,外資及陸資,2521,-38107
2019/3/7,CALL,自營商,-12650,19902
2019/3/7,CALL,投信,-401,-462
2019/3/7,CALL,外資及陸資,67006,113272
2019/3/7,PUT,自營商,-17508,-52698
2019/3/7,PUT,投信,1746,7083
2019/3/7,PUT,外資及陸資,8599,-28673
2019/3/8,CALL,自營商,-34026,6931
2019/3/8,CALL,投信,-401,-223
2019/3/8,CALL,外資及陸資,78333,105882
2019/3/8,PUT,自營商,-8984,-48002
2019/3/8,PUT,投信,1746,8841
2019/3/8,PUT,外資及陸資,20576,6760
2019/3/11,CALL,自營商,-41979,3539
2019/3/11,CALL,投信,-401,-220
2019/3/11,CALL,外資及陸資,83690,116536
2019/3/11,PUT,自營商,-10675,-34581
2019/3/11,PUT,投信,1746,6726
2019/3/11,PUT,外資及陸資,24183,7507
2019/3/12,CALL,自營商,-17848,51991
