日期,買賣權別,身份別,未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2017/11/27,CALL,自營商,-7508,-121018
2017/11/27,CALL,投信,-737,-1311
2017/11/27,CALL,外資及陸資,173375,491635
2017/11/27,PUT,自營商,-49298,23119
2017/11/27,PUT,投信,-322,-335
2017/11/27,PUT,外資及陸資,336682,276505
2017/11/28,CALL,自營商,-9276,-103804
2017/11/28,CALL,投信,-714,-923
2017/11/28,CALL,外資及陸資,177998,438872
2017/11/28,PUT,自營商,-64926,-30419
2017/11/28,PUT,投信,-326,-403
2017/11/28,PUT,外資及陸資,345890,351287
2017/11/29,CALL,自營商,-8356,-115026
2017/11/29,CALL,投信,-743,-1061
2017/11/29,CALL,外資及陸資,181925,466015
2017/11/29,PUT,自營商,-87931,-75269
2017/11/29,PUT,投信,-746,-415
2017/11/29,PUT,外資及陸資,355945,395127
2017/11/30,CALL,自營商,-28051,-87546
2017/11/30,CALL,投信,-274,-256
2017/11/30,CALL,外資及陸資,176667,294672
2017/11/30,PUT,自營商,-68628,-104583
2017/11/30,PUT,投信,-755,-1304
2017/11/30,PUT,外資及陸資,363811,707087
2017/12/1,CALL,自營商,-16572,-40302
2017/12/1,CALL,投信,-346,-385
2017/12/1,CALL,外資及陸資,176571,311966
2017/12/1,PUT,自營商,-47913,-55991
2017/12/1,PUT,投信,-759,-960
2017/12/1,PUT,外資及陸資,381035,645114
2017/12/4,CALL,自營商,-12890,-48539
2017/12/4,CALL,投信,-346,-579
2017/12/4,CALL,外資及陸資,171890,340948
2017/12/4,PUT,自營商,-57097,-88553
2017/12/4,PUT,投信,-759,-641
2017/12/4,PUT,外資及陸資,384156,550227
2017/12/5,CALL,自營商,-21755,-80089
2017/12/5,CALL,投信,-346,-297
2017/12/5,CALL,外資及陸資,171227,286512
2017/12/5,PUT,自營商,-51102,-126231
2017/12/5,PUT,投信,-759,-981
2017/12/5,PUT,外資及陸資,390311,711938
2017/12/6,CALL,自營商,-48808,-38473
2017/12/6,CALL,投信,409,391
2017/12/6,CALL,外資及陸資,162603,183935
2017/12/6,PUT,自營商,-105751,-336089
2017/12/6,PUT,投信,-793,-2855
2017/12/6,PUT,外資及陸資,389492,1365658
2017/12/7,CALL,自營商,-46490,-14142
2017/12/7,CALL,投信,-167,-796
2017/12/7,CALL,外資及陸資,167219,169893
2017/12/7,PUT,自營商,-101485,-421770
2017/12/7,PUT,投信,-811,-2205
2017/12/7,PUT,外資及陸資,405793,1315900
2017/12/8,CALL,自營商,-44252,189
2017/12/8,CALL,投信,-508,-1922
2017/12/8,CALL,外資及陸資,177580,183305
2017/12/8,PUT,自營商,-100037,-361787
2017/12/8,PUT,投信,-804,-1177
2017/12/8,PUT,外資及陸資,416388,1092695
2017/12/11,CALL,自營商,-38011,34178
2017/12/11,CALL,投信,-508,-2484
2017/12/11,CALL,外資及陸資,179765,231962
2017/12/11,PUT,自營商,-121873,-294073
2017/12/11,PUT,投信,992,2600
2017/12/11,PUT,外資及陸資,426718,807488
2017/12/12,CALL,自營商,-51594,10360
2017/12/12,CALL,投信,-519,-1942
2017/12/12,CALL,外資及陸資,174174,173053
2017/12/12,PUT,自營商,-116486,-332158
2017/12/12,PUT,投信,992,3513
2017/12/12,PUT,外資及陸資,430631,920567
2017/12/13,CALL,自營商,-45361,19627
2017/12/13,CALL,投信,-968,-2294
2017/12/13,CALL,外資及陸資,178379,194971
2017/12/13,PUT,自營商,-137291,-351990
2017/12/13,PUT,投信,971,2605
2017/12/13,PUT,外資及陸資,429979,856857
2017/12/14,CALL,自營商,-33499,13730
2017/12/14,CALL,投信,-968,-3022
2017/12/14,CALL,外資及陸資,183722,240071
2017/12/14,PUT,自營商,-139195,-278050
2017/12/14,PUT,投信,975,-171
2017/12/14,PUT,外資及陸資,436652,631778
2017/12/15,CALL,自營商,-52387,-82239
2017/12/15,CALL,投信,-968,-2247
2017/12/15,CALL,外資及陸資,184394,194438
2017/12/15,PUT,自營商,-101657,-267245
2017/12/15,PUT,投信,989,-46
2017/12/15,PUT,外資及陸資,443417,729930
2017/12/18,CALL,自營商,-43604,-86215
2017/12/18,CALL,投信,-970,-2362
2017/12/18,CALL,外資及陸資,183759,206239
2017/12/18,PUT,自營商,-112236,-275312
2017/12/18,PUT,投信,986,-825
2017/12/18,PUT,外資及陸資,444223,677344
2017/12/19,CALL,自營商,-49541,-35189
2017/12/19,CALL,投信,-202,-1868
2017/12/19,CALL,外資及陸資,189108,173591
2017/12/19,PUT,自營商,-118052,-322532
2017/12/19,PUT,投信,1064,-953
2017/12/19,PUT,外資及陸資,443477,763199
2017/12/20,CALL,自營商,9730,79330
2017/12/20,CALL,投信,-973,-3109
2017/12/20,CALL,外資及陸資,58530,65049
2017/12/20,PUT,自營商,-29588,-218344
2017/12/20,PUT,投信,986,164
2017/12/20,PUT,外資及陸資,163002,446919
2017/12/21,CALL,自營商,25463,90197
2017/12/21,CALL,投信,-981,-2618
2017/12/21,CALL,外資及陸資,61737,42828
2017/12/21,PUT,自營商,-17868,-211715
2017/12/21,PUT,投信,986,-168
2017/12/21,PUT,外資及陸資,181175,430476
2017/12/22,CALL,自營商,30233,108567
2017/12/22,CALL,投信,-981,-3010
2017/12/22,CALL,外資及陸資,66508,46216
2017/12/22,PUT,自營商,-6966,-226911
2017/12/22,PUT,投信,986,-669
2017/12/22,PUT,外資及陸資,196633,435664
2017/12/25,CALL,自營商,30718,104740
2017/12/25,CALL,投信,-981,-2705
2017/12/25,CALL,外資及陸資,69414,45156
2017/12/25,PUT,自營商,-521,-233318
2017/12/25,PUT,投信,986,-850
2017/12/25,PUT,外資及陸資,199269,414810
2017/12/26,CALL,自營商,30240,120615
2017/12/26,CALL,投信,-989,-1692
2017/12/26,CALL,外資及陸資,75532,30918
2017/12/26,PUT,自營商,-3103,-268952
2017/12/26,PUT,投信,1886,1891
2017/12/26,PUT,外資及陸資,210009,606097
2017/12/27,CALL,自營商,25869,153623
2017/12/27,CALL,投信,-989,-2067
2017/12/27,CALL,外資及陸資,80577,52937
2017/12/27,PUT,自營商,-49274,-263082
2017/12/27,PUT,投信,996,2166
2017/12/27,PUT,外資及陸資,207920,515929
2017/12/28,CALL,自營商,21677,168546
2017/12/28,CALL,投信,-989,-3057
2017/12/28,CALL,外資及陸資,92077,106831
2017/12/28,PUT,自營商,-31446,-203054
2017/12/28,PUT,投信,996,1191
2017/12/28,PUT,外資及陸資,217130,408169
2017/12/29,CALL,自營商,22632,179047
2017/12/29,CALL,投信,-989,-4121
2017/12/29,CALL,外資及陸資,100353,159604
2017/12/29,PUT,自營商,-22870,-133732
2017/12/29,PUT,投信,1036,787
2017/12/29,PUT,外資及陸資,242626,345332
2018/1/2,CALL,自營商,34523,223547
2018/1/2,CALL,投信,-989,-5562
2018/1/2,CALL,外資及陸資,106191,229817
2018/1/2,PUT,自營商,-53670,-108247
2018/1/2,PUT,投信,1036,510
2018/1/2,PUT,外資及陸資,266310,305317
2018/1/3,CALL,自營商,13970,257265
2018/1/3,CALL,投信,-989,-7861
2018/1/3,CALL,外資及陸資,111514,302612
2018/1/3,PUT,自營商,-69876,-65845
2018/1/3,PUT,投信,-328,-169
2018/1/3,PUT,外資及陸資,265609,237296
2018/1/4,CALL,自營商,21257,243180
2018/1/4,CALL,投信,-989,-9390
2018/1/4,CALL,外資及陸資,110362,346423
2018/1/4,PUT,自營商,-56167,-54696
2018/1/4,PUT,投信,174,-123
2018/1/4,PUT,外資及陸資,275776,202448
2018/1/5,CALL,自營商,32126,289317
2018/1/5,CALL,投信,-989,-9887
2018/1/5,CALL,外資及陸資,110296,355192
2018/1/5,PUT,自營商,-51140,-27521
2018/1/5,PUT,投信,176,-108
2018/1/5,PUT,外資及陸資,282907,192201
2018/1/8,CALL,自營商,23580,230187
2018/1/8,CALL,投信,-993,-10884
2018/1/8,CALL,外資及陸資,111505,380616
2018/1/8,PUT,自營商,-46628,-15840
2018/1/8,PUT,投信,176,-78
2018/1/8,PUT,外資及陸資,284752,181738
2018/1/9,CALL,自營商,38931,227264
2018/1/9,CALL,投信,-993,-10390
2018/1/9,CALL,外資及陸資,113699,370807
2018/1/9,PUT,自營商,-50326,-18985
2018/1/9,PUT,投信,188,-57
2018/1/9,PUT,外資及陸資,283052,177312
2018/1/10,CALL,自營商,25913,236743
2018/1/10,CALL,投信,-993,-7505
2018/1/10,CALL,外資及陸資,116350,281340
2018/1/10,PUT,自營商,-80857,-60177
2018/1/10,PUT,投信,-161,-223
2018/1/10,PUT,外資及陸資,291824,254298
2018/1/11,CALL,自營商,15710,204732
2018/1/11,CALL,投信,-993,-6842
2018/1/11,CALL,外資及陸資,121895,260990
2018/1/11,PUT,自營商,-60252,-56301
2018/1/11,PUT,投信,1739,2379
2018/1/11,PUT,外資及陸資,304380,255802
2018/1/12,CALL,自營商,28033,308563
2018/1/12,CALL,投信,-933,-8228
2018/1/12,CALL,外資及陸資,123199,345818
2018/1/12,PUT,自營商,-68873,-28370
2018/1/12,PUT,投信,1761,-182
2018/1/12,PUT,外資及陸資,305158,175859
2018/1/15,CALL,自營商,12890,314322
2018/1/15,CALL,投信,-903,-9361
2018/1/15,CALL,外資及陸資,119991,450249
2018/1/15,PUT,自營商,-64592,21920
2018/1/15,PUT,投信,1771,-731
2018/1/15,PUT,外資及陸資,309032,135368
2018/1/16,CALL,自營商,16223,277856
2018/1/16,CALL,投信,-799,-3895
2018/1/16,CALL,外資及陸資,122062,485935
2018/1/16,PUT,自營商,-90026,10426
2018/1/16,PUT,投信,1768,-843
2018/1/16,PUT,外資及陸資,311407,130865
2018/1/17,CALL,自營商,16767,124464
2018/1/17,CALL,投信,-807,-2354
2018/1/17,CALL,外資及陸資,80859,386481
2018/1/17,PUT,自營商,-21430,-28536
2018/1/17,PUT,投信,-78,-1115
2018/1/17,PUT,外資及陸資,147508,158331
2018/1/18,CALL,自營商,23915,133016
2018/1/18,CALL,投信,-807,-3451
2018/1/18,CALL,外資及陸資,75227,459074
2018/1/18,PUT,自營商,-11644,-26853
2018/1/18,PUT,投信,107,-744
2018/1/18,PUT,外資及陸資,156560,127787
2018/1/19,CALL,自營商,27489,139139
2018/1/19,CALL,投信,-877,-6614
2018/1/19,CALL,外資及陸資,80713,590508
2018/1/19,PUT,自營商,-10969,14389
2018/1/19,PUT,投信,107,-494
2018/1/19,PUT,外資及陸資,164888,123175
2018/1/22,CALL,自營商,-1046,4669
2018/1/22,CALL,投信,-877,-8895
2018/1/22,CALL,外資及陸資,78372,744636
2018/1/22,PUT,自營商,1606,36276
2018/1/22,PUT,投信,107,-378
2018/1/22,PUT,外資及陸資,180913,142344
2018/1/23,CALL,自營商,7817,-2691
2018/1/23,CALL,投信,-877,-8935
2018/1/23,CALL,外資及陸資,77044,762972
2018/1/23,PUT,自營商,16638,55362
2018/1/23,PUT,投信,107,-355
2018/1/23,PUT,外資及陸資,191652,157950
2018/1/24,CALL,自營商,-1583,-23214
2018/1/24,CALL,投信,-877,-6153
2018/1/24,CALL,外資及陸資,82717,609212
2018/1/24,PUT,自營商,-20508,23891
2018/1/24,PUT,投信,-251,-520
2018/1/24,PUT,外資及陸資,202446,202672
2018/1/25,CALL,自營商,13773,-13943
2018/1/25,CALL,投信,-847,-6583
2018/1/25,CALL,外資及陸資,87245,667335
2018/1/25,PUT,自營商,-31438,3914
2018/1/25,PUT,投信,141,-436
2018/1/25,PUT,外資及陸資,240401,230951
2018/1/26,CALL,自營商,16427,-48460
2018/1/26,CALL,投信,-832,-6417
2018/1/26,CALL,外資及陸資,85680,656332
2018/1/26,PUT,自營商,-14198,-30875
2018/1/26,PUT,投信,159,-378
2018/1/26,PUT,外資及陸資,244404,234806
2018/1/29,CALL,自營商,35121,-88340
2018/1/29,CALL,投信,-832,-7530
2018/1/29,CALL,外資及陸資,87973,752953
2018/1/29,PUT,自營商,10173,14940
2018/1/29,PUT,投信,1109,2009
2018/1/29,PUT,外資及陸資,249809,211613
2018/1/30,CALL,自營商,43775,-36646
2018/1/30,CALL,投信,-832,-4568
2018/1/30,CALL,外資及陸資,96357,562028
2018/1/30,PUT,自營商,16089,-8497
2018/1/30,PUT,投信,2059,8026
2018/1/30,PUT,外資及陸資,263817,333085
2018/1/31,CALL,自營商,15769,-33319
2018/1/31,CALL,投信,-865,-5215
2018/1/31,CALL,外資及陸資,95516,609933
2018/1/31,PUT,自營商,-30674,-85465
2018/1/31,PUT,投信,1406,6561
2018/1/31,PUT,外資及陸資,264734,360557
2018/2/1,CALL,自營商,25281,-69999
2018/2/1,CALL,投信,-865,-6508
2018/2/1,CALL,外資及陸資,99944,715808
2018/2/1,PUT,自營商,-24260,-108114
2018/2/1,PUT,投信,1752,4696
2018/2/1,PUT,外資及陸資,296221,367641
2018/2/2,CALL,自營商,38863,-74014
2018/2/2,CALL,投信,-865,-5191
2018/2/2,CALL,外資及陸資,95807,603628
2018/2/2,PUT,自營商,-4768,-106024
2018/2/2,PUT,投信,1752,5509
2018/2/2,PUT,外資及陸資,304567,389316
2018/2/5,CALL,自營商,14652,-23456
2018/2/5,CALL,投信,-832,-2253
2018/2/5,CALL,外資及陸資,108997,385323
2018/2/5,PUT,自營商,-11585,-123498
2018/2/5,PUT,投信,1192,12721
2018/2/5,PUT,外資及陸資,316083,669179
2018/2/6,CALL,自營商,-31884,-115420
2018/2/6,CALL,投信,-765,-1006
2018/2/6,CALL,外資及陸資,112750,373033
2018/2/6,PUT,自營商,-128030,-2125147
2018/2/6,PUT,投信,942,36459
2018/2/6,PUT,外資及陸資,222595,3026415
2018/2/7,CALL,自營商,-32805,-77812
2018/2/7,CALL,投信,-437,-795
2018/2/7,CALL,外資及陸資,85763,190243
2018/2/7,PUT,自營商,-113743,-851989
2018/2/7,PUT,投信,1166,7117
2018/2/7,PUT,外資及陸資,180558,1216653
2018/2/8,CALL,自營商,-35582,-64860
2018/2/8,CALL,投信,-437,-586
2018/2/8,CALL,外資及陸資,87067,163384
2018/2/8,PUT,自營商,-110435,-785315
2018/2/8,PUT,投信,1200,6083
2018/2/8,PUT,外資及陸資,185186,1099219
2018/2/9,CALL,自營商,-54335,-117982
2018/2/9,CALL,投信,-109,-1255
2018/2/9,CALL,外資及陸資,82005,109756
2018/2/9,PUT,自營商,-110537,-1149910
2018/2/9,PUT,投信,1024,12791
2018/2/9,PUT,外資及陸資,186686,1618628
2018/2/12,CALL,自營商,-55934,-132569
2018/2/12,CALL,投信,-109,-1176
2018/2/12,CALL,外資及陸資,86403,65309
2018/2/12,PUT,自營商,-129958,-930552
2018/2/12,PUT,投信,-677,-4546
2018/2/12,PUT,外資及陸資,204862,1304657
2018/2/21,CALL,自營商,-22307,43067
2018/2/21,CALL,投信,-710,-3900
2018/2/21,CALL,外資及陸資,41785,55700
2018/2/21,PUT,自營商,-74636,-490900
2018/2/21,PUT,投信,-213,-3408
2018/2/21,PUT,外資及陸資,68024,522844
2018/2/22,CALL,自營商,-28080,33734
2018/2/22,CALL,投信,-710,-3178
2018/2/22,CALL,外資及陸資,42070,30435
2018/2/22,PUT,自營商,-71631,-499874
2018/2/22,PUT,投信,-213,-3981
2018/2/22,PUT,外資及陸資,69624,566777
2018/2/23,CALL,自營商,-19401,84147
2018/2/23,CALL,投信,-710,-4451
2018/2/23,CALL,外資及陸資,47656,54336
2018/2/23,PUT,自營商,-79173,-402188
2018/2/23,PUT,投信,-45,-2300
2018/2/23,PUT,外資及陸資,71898,410772
2018/2/26,CALL,自營商,-30899,68005
2018/2/26,CALL,投信,-710,-4581
2018/2/26,CALL,外資及陸資,46097,45847
2018/2/26,PUT,自營商,-75699,-353004
2018/2/26,PUT,投信,-45,-1835
2018/2/26,PUT,外資及陸資,73204,368734
2018/2/27,CALL,自營商,-25306,85278
2018/2/27,CALL,投信,-710,-4033
2018/2/27,CALL,外資及陸資,41339,17911
2018/2/27,PUT,自營商,-87307,-368181
2018/2/27,PUT,投信,-45,-1978
2018/2/27,PUT,外資及陸資,73120,353880
2018/3/1,CALL,自營商,-28363,57136
2018/3/1,CALL,投信,-728,-3579
2018/3/1,CALL,外資及陸資,42246,17288
2018/3/1,PUT,自營商,-86717,-430228
2018/3/1,PUT,投信,-456,-2481
2018/3/1,PUT,外資及陸資,73946,427026
2018/3/2,CALL,自營商,-30853,29274
2018/3/2,CALL,投信,-728,-3091
2018/3/2,CALL,外資及陸資,40343,1651
2018/3/2,PUT,自營商,-78590,-487910
2018/3/2,PUT,投信,-680,-3350
2018/3/2,PUT,外資及陸資,74797,510292
2018/3/5,CALL,自營商,-38433,10201
2018/3/5,CALL,投信,-728,-2379
2018/3/5,CALL,外資及陸資,41596,48857
2018/3/5,PUT,自營商,-80493,-489533
2018/3/5,PUT,投信,-680,-3343
2018/3/5,PUT,外資及陸資,77179,494498
2018/3/6,CALL,自營商,-23596,79946
2018/3/6,CALL,投信,-728,-3183
2018/3/6,CALL,外資及陸資,42298,62359
2018/3/6,PUT,自營商,-82785,-325996
2018/3/6,PUT,投信,1120,8027
2018/3/6,PUT,外資及陸資,80923,326471
2018/3/7,CALL,自營商,-25171,21989
2018/3/7,CALL,投信,-808,-4068
2018/3/7,CALL,外資及陸資,42201,59456
2018/3/7,PUT,自營商,-96204,-444972
2018/3/7,PUT,投信,1139,10836
2018/3/7,PUT,外資及陸資,80319,396327
2018/3/8,CALL,自營商,-18215,67246
2018/3/8,CALL,投信,-808,-5364
2018/3/8,CALL,外資及陸資,41707,61207
2018/3/8,PUT,自營商,-109019,-344099
2018/3/8,PUT,投信,1587,6738
2018/3/8,PUT,外資及陸資,87580,295634
2018/3/9,CALL,自營商,-19820,64582
2018/3/9,CALL,投信,-808,-5689
2018/3/9,CALL,外資及陸資,40357,50846
2018/3/9,PUT,自營商,-108573,-295428
2018/3/9,PUT,投信,1587,5129
2018/3/9,PUT,外資及陸資,92500,260688
2018/3/12,CALL,自營商,-17564,100943
2018/3/12,CALL,投信,-808,-8627
2018/3/12,CALL,外資及陸資,42360,113458
2018/3/12,PUT,自營商,-136281,-233136
2018/3/12,PUT,投信,1587,1837
2018/3/12,PUT,外資及陸資,94989,168097
2018/3/13,CALL,自營商,-16394,81355
2018/3/13,CALL,投信,-808,-10579
2018/3/13,CALL,外資及陸資,42536,177007
2018/3/13,PUT,自營商,-144867,-171469
2018/3/13,PUT,投信,1590,745
2018/3/13,PUT,外資及陸資,92562,132016
2018/3/14,CALL,自營商,-24417,35952
2018/3/14,CALL,投信,-808,-8503
2018/3/14,CALL,外資及陸資,39640,133078
2018/3/14,PUT,自營商,-106833,-181415
2018/3/14,PUT,投信,1368,971
2018/3/14,PUT,外資及陸資,93728,173080
2018/3/15,CALL,自營商,-22221,37642
2018/3/15,CALL,投信,-808,-8360
2018/3/15,CALL,外資及陸資,38672,123510
2018/3/15,PUT,自營商,-111414,-179420
2018/3/15,PUT,投信,1451,572
2018/3/15,PUT,外資及陸資,98949,156177
2018/3/16,CALL,自營商,-42202,-35264
2018/3/16,CALL,投信,-808,-7422
2018/3/16,CALL,外資及陸資,35096,111181
2018/3/16,PUT,自營商,-99093,-150884
2018/3/16,PUT,投信,1382,420
2018/3/16,PUT,外資及陸資,107074,174616
2018/3/19,CALL,自營商,-36985,-7051
2018/3/19,CALL,投信,-790,-7198
2018/3/19,CALL,外資及陸資,36296,110835
2018/3/19,PUT,自營商,-108641,-162505
2018/3/19,PUT,投信,1388,-615
2018/3/19,PUT,外資及陸資,109424,158830
2018/3/20,CALL,自營商,-42316,-46738
2018/3/20,CALL,投信,-710,-3310
2018/3/20,CALL,外資及陸資,36928,118212
2018/3/20,PUT,自營商,-99119,-176728
2018/3/20,PUT,投信,1393,-1269
2018/3/20,PUT,外資及陸資,110730,170252
2018/3/21,CALL,自營商,-13591,-76692
2018/3/21,CALL,投信,-682,-3622
2018/3/21,CALL,外資及陸資,31729,169564
2018/3/21,PUT,自營商,-58317,-219093
2018/3/21,PUT,投信,723,809
2018/3/21,PUT,外資及陸資,46337,181342
2018/3/22,CALL,自營商,-6688,-1569
2018/3/22,CALL,投信,-682,-3085
2018/3/22,CALL,外資及陸資,28497,99197
2018/3/22,PUT,自營商,-67229,-161983
2018/3/22,PUT,投信,1623,2552
2018/3/22,PUT,外資及陸資,50808,105959
2018/3/23,CALL,自營商,-23458,-54812
2018/3/23,CALL,投信,-682,-1740
2018/3/23,CALL,外資及陸資,38265,96915
2018/3/23,PUT,自營商,-72075,-482348
2018/3/23,PUT,投信,1175,12925
2018/3/23,PUT,外資及陸資,57199,405320
2018/3/26,CALL,自營商,-30458,-73520
2018/3/26,CALL,投信,-682,-1997
2018/3/26,CALL,外資及陸資,40779,118759
2018/3/26,PUT,自營商,-54232,-353054
2018/3/26,PUT,投信,1399,5902
2018/3/26,PUT,外資及陸資,67159,339050
2018/3/27,CALL,自營商,-18628,41615
2018/3/27,CALL,投信,-682,-2878
2018/3/27,CALL,外資及陸資,43332,141280
2018/3/27,PUT,自營商,-65093,-257427
2018/3/27,PUT,投信,1511,-66
2018/3/27,PUT,外資及陸資,80980,270898
2018/3/28,CALL,自營商,-10344,-24554
2018/3/28,CALL,投信,-682,-1884
2018/3/28,CALL,外資及陸資,32207,107744
2018/3/28,PUT,自營商,-67960,-375189
2018/3/28,PUT,投信,-609,-2982
2018/3/28,PUT,外資及陸資,71853,378052
2018/3/29,CALL,自營商,-10465,-35564
2018/3/29,CALL,投信,-682,-1920
2018/3/29,CALL,外資及陸資,32568,104527
2018/3/29,PUT,自營商,-64580,-369078
2018/3/29,PUT,投信,-609,-2370
2018/3/29,PUT,外資及陸資,87110,394878
2018/3/30,CALL,自營商,-934,10814
2018/3/30,CALL,投信,-682,-2052
2018/3/30,CALL,外資及陸資,40446,132849
2018/3/30,PUT,自營商,-79723,-346487
2018/3/30,PUT,投信,-609,-1362
2018/3/30,PUT,外資及陸資,97423,327770
2018/3/31,CALL,自營商,-830,173
2018/3/31,CALL,投信,-682,-2039
2018/3/31,CALL,外資及陸資,41129,133236
2018/3/31,PUT,自營商,-75534,-335480
2018/3/31,PUT,投信,341,3594
2018/3/31,PUT,外資及陸資,98320,315463
2018/4/2,CALL,自營商,-529,-17391
2018/4/2,CALL,投信,-682,-1650
2018/4/2,CALL,外資及陸資,42938,111450
2018/4/2,PUT,自營商,-71242,-337169
2018/4/2,PUT,投信,1291,8511
2018/4/2,PUT,外資及陸資,100260,347024
2018/4/3,CALL,自營商,-13152,-13178
2018/4/3,CALL,投信,-85,-1139
2018/4/3,CALL,外資及陸資,38477,64513
2018/4/3,PUT,自營商,-60060,-333098
2018/4/3,PUT,投信,1291,10583
2018/4/3,PUT,外資及陸資,102654,376499
2018/4/9,CALL,自營商,-14038,4463
2018/4/9,CALL,投信,-85,-1441
2018/4/9,CALL,外資及陸資,26087,58312
2018/4/9,PUT,自營商,-64451,-247356
2018/4/9,PUT,投信,1302,4506
2018/4/9,PUT,外資及陸資,83184,228396
2018/4/10,CALL,自營商,-7046,17370
2018/4/10,CALL,投信,-85,-1568
2018/4/10,CALL,外資及陸資,31691,64172
2018/4/10,PUT,自營商,-71469,-218190
2018/4/10,PUT,投信,1302,2951
2018/4/10,PUT,外資及陸資,95949,198056
2018/4/11,CALL,自營商,-15279,-8650
2018/4/11,CALL,投信,-85,-1653
2018/4/11,CALL,外資及陸資,36216,110212
2018/4/11,PUT,自營商,-72239,-176091
2018/4/11,PUT,投信,-598,-450
2018/4/11,PUT,外資及陸資,115187,183274
2018/4/12,CALL,自營商,-34751,-51836
2018/4/12,CALL,投信,-85,-1492
2018/4/12,CALL,外資及陸資,37765,104789
2018/4/12,PUT,自營商,-73598,-148179
2018/4/12,PUT,投信,-598,-394
2018/4/12,PUT,外資及陸資,136328,193652
2018/4/13,CALL,自營商,-34244,-65110
2018/4/13,CALL,投信,-85,-1543
2018/4/13,CALL,外資及陸資,42712,103857
2018/4/13,PUT,自營商,-90426,-168341
2018/4/13,PUT,投信,-598,-255
2018/4/13,PUT,外資及陸資,143316,169335
2018/4/16,CALL,自營商,-44163,-74952
2018/4/16,CALL,投信,-85,-1458
2018/4/16,CALL,外資及陸資,38348,92096
2018/4/16,PUT,自營商,-85849,-150599
2018/4/16,PUT,投信,-584,-936
2018/4/16,PUT,外資及陸資,143747,151185
2018/4/17,CALL,自營商,-69095,-24151
2018/4/17,CALL,投信,251,-272
2018/4/17,CALL,外資及陸資,43100,68059
2018/4/17,PUT,自營商,-92051,-159778
2018/4/17,PUT,投信,-584,-1427
2018/4/17,PUT,外資及陸資,146138,200162
2018/4/18,CALL,自營商,-13894,-27404
2018/4/18,CALL,投信,-85,-1054
2018/4/18,CALL,外資及陸資,30726,73130
2018/4/18,PUT,自營商,-36706,-100884
2018/4/18,PUT,投信,1320,3895
2018/4/18,PUT,外資及陸資,18122,40372
2018/4/19,CALL,自營商,-3370,39376
2018/4/19,CALL,投信,-445,-2218
2018/4/19,CALL,外資及陸資,31954,66754
2018/4/19,PUT,自營商,-53066,-88025
2018/4/19,PUT,投信,1512,1034
2018/4/19,PUT,外資及陸資,13412,5312
2018/4/20,CALL,自營商,-26331,-9706
2018/4/20,CALL,投信,-627,-1564
2018/4/20,CALL,外資及陸資,30816,35410
2018/4/20,PUT,自營商,-41012,-75235
2018/4/20,PUT,投信,1320,5276
2018/4/20,PUT,外資及陸資,18365,-2014
2018/4/23,CALL,自營商,-48984,-17398
2018/4/23,CALL,投信,-627,-978
2018/4/23,CALL,外資及陸資,26306,23323
2018/4/23,PUT,自營商,-39816,-25553
2018/4/23,PUT,投信,1320,9161
2018/4/23,PUT,外資及陸資,20743,-10927
2018/4/24,CALL,自營商,-63307,-6889
2018/4/24,CALL,投信,-627,-598
2018/4/24,CALL,外資及陸資,21758,5233
2018/4/24,PUT,自營商,-31684,19984
2018/4/24,PUT,投信,1320,17558
2018/4/24,PUT,外資及陸資,24207,32848
2018/4/25,CALL,自營商,-39051,-8635
2018/4/25,CALL,投信,-267,-370
2018/4/25,CALL,外資及陸資,18908,5329
2018/4/25,PUT,自營商,-18073,45853
2018/4/25,PUT,投信,-572,-2562
2018/4/25,PUT,外資及陸資,26522,34784
2018/4/26,CALL,自營商,-40622,13132
2018/4/26,CALL,投信,-436,-693
2018/4/26,CALL,外資及陸資,20684,4678
2018/4/26,PUT,自營商,-23011,8831
2018/4/26,PUT,投信,-326,-1713
2018/4/26,PUT,外資及陸資,24714,49613
2018/4/27,CALL,自營商,-37262,33264
2018/4/27,CALL,投信,-436,-930
2018/4/27,CALL,外資及陸資,21104,-6779
2018/4/27,PUT,自營商,-25970,36026
2018/4/27,PUT,投信,1128,2833
2018/4/27,PUT,外資及陸資,21697,15573
2018/4/30,CALL,自營商,-28667,87577
2018/4/30,CALL,投信,-616,-1419
2018/4/30,CALL,外資及陸資,24980,-7073
2018/4/30,PUT,自營商,-36823,59585
2018/4/30,PUT,投信,1128,444
2018/4/30,PUT,外資及陸資,25264,11271
2018/5/2,CALL,自營商,-37888,27571
2018/5/2,CALL,投信,-662,-1455
2018/5/2,CALL,外資及陸資,22968,6208
2018/5/2,PUT,自營商,-19389,73662
2018/5/2,PUT,投信,146,-225
2018/5/2,PUT,外資及陸資,15622,-13864
2018/5/3,CALL,自營商,-53147,4137
2018/5/3,CALL,投信,-662,-750
2018/5/3,CALL,外資及陸資,26247,18268
2018/5/3,PUT,自營商,-24190,77792
2018/5/3,PUT,投信,143,600
2018/5/3,PUT,外資及陸資,19634,-18393
2018/5/4,CALL,自營商,-60348,-8310
2018/5/4,CALL,投信,-662,-751
2018/5/4,CALL,外資及陸資,26340,13262
2018/5/4,PUT,自營商,-25720,89406
2018/5/4,PUT,投信,145,783
2018/5/4,PUT,外資及陸資,20710,-30733
2018/5/7,CALL,自營商,-58651,30528
2018/5/7,CALL,投信,-662,-949
