期貨名稱,日期,到期月,開盤價,收盤價,每日結算價,未平倉合約數,無風險利率
TX201807 台指 2018/07,2018/5/21,2018/07,"10,618","10,722","10,721","1,327",1.045
TX201809 台指 2018/09,2018/5/21,2018/09,"10,431","10,535","10,533","3,652",1.045
TX201812 台指 2018/12,2018/5/21,2018/12,"10,379","10,491","10,491","1,979",1.045
TX201903 台指 2019/03,2018/5/21,2019/03,"10,351","10,455","10,455",524,1.045
TX201806 台指 2018/06,2018/5/22,2018/06,"10,969","10,922","10,920","86,153",1.045
TX201807 台指 2018/07,2018/5/22,2018/07,"10,729","10,683","10,682","1,710",1.045
TX201809 台指 2018/09,2018/5/22,2018/09,"10,531","10,493","10,491","3,799",1.045
TX201812 台指 2018/12,2018/5/22,2018/12,"10,493","10,451","10,451","2,015",1.045
TX201903 台指 2019/03,2018/5/22,2019/03,"10,464","10,409","10,409",552,1.045
TX201806 台指 2018/06,2018/5/23,2018/06,"10,933","10,858","10,857","88,060",1.045
TX201807 台指 2018/07,2018/5/23,2018/07,"10,682","10,618","10,617","2,109",1.045
TX201809 台指 2018/09,2018/5/23,2018/09,"10,495","10,428","10,429","3,787",1.045
TX201812 台指 2018/12,2018/5/23,2018/12,"10,464","10,390","10,389","1,996",1.045
TX201903 台指 2019/03,2018/5/23,2019/03,"10,435","10,350","10,350",603,1.045
TX201806 台指 2018/06,2018/5/24,2018/06,"10,879","10,917","10,917","91,123",1.045
TX201807 台指 2018/07,2018/5/24,2018/07,"10,638","10,675","10,676","2,177",1.045
TX201809 台指 2018/09,2018/5/24,2018/09,"10,450","10,487","10,486","4,122",1.045
TX201812 台指 2018/12,2018/5/24,2018/12,"10,413","10,449","10,449","2,020",1.045
TX201903 台指 2019/03,2018/5/24,2019/03,"10,381","10,407","10,407",652,1.045
TX201806 台指 2018/06,2018/5/25,2018/06,"10,921","10,932","10,932","91,834",1.045
TX201807 台指 2018/07,2018/5/25,2018/07,"10,679","10,683","10,682","2,790",1.045
TX201809 台指 2018/09,2018/5/25,2018/09,"10,482","10,497","10,495","4,167",1.045
TX201812 台指 2018/12,2018/5/25,2018/12,"10,449","10,453","10,452","2,055",1.045
TX201903 台指 2019/03,2018/5/25,2019/03,"10,416","10,410","10,410",694,1.045
TX201806 台指 2018/06,2018/5/28,2018/06,"10,979","10,983","10,983","91,543",1.045
TX201807 台指 2018/07,2018/5/28,2018/07,"10,730","10,729","10,728","2,957",1.045
TX201809 台指 2018/09,2018/5/28,2018/09,"10,541","10,545","10,544","4,414",1.045
TX201812 台指 2018/12,2018/5/28,2018/12,"10,500","10,501","10,500","2,064",1.045
TX201903 台指 2019/03,2018/5/28,2019/03,"10,461","10,457","10,457",716,1.045
TX201806 台指 2018/06,2018/5/29,2018/06,"10,979","10,928","10,929","89,873",1.045
TX201807 台指 2018/07,2018/5/29,2018/07,"10,725","10,675","10,675","3,435",1.045
TX201809 台指 2018/09,2018/5/29,2018/09,"10,535","10,493","10,492","4,528",1.045
TX201812 台指 2018/12,2018/5/29,2018/12,"10,486","10,447","10,447","2,070",1.045
TX201903 台指 2019/03,2018/5/29,2019/03,"10,444","10,401","10,401",739,1.045
TX201806 台指 2018/06,2018/5/30,2018/06,"10,833","10,775","10,776","88,997",1.045
TX201807 台指 2018/07,2018/5/30,2018/07,"10,581","10,524","10,525","3,924",1.045
TX201809 台指 2018/09,2018/5/30,2018/09,"10,398","10,343","10,343","4,348",1.045
TX201812 台指 2018/12,2018/5/30,2018/12,"10,361","10,299","10,299","1,941",1.045
TX201903 台指 2019/03,2018/5/30,2019/03,"10,315","10,259","10,259",773,1.045
TX201806 台指 2018/06,2018/5/31,2018/06,"10,836","10,867","10,865","87,385",1.045
TX201807 台指 2018/07,2018/5/31,2018/07,"10,580","10,609","10,609","4,095",1.045
TX201809 台指 2018/09,2018/5/31,2018/09,"10,405","10,432","10,432","4,359",1.045
TX201812 台指 2018/12,2018/5/31,2018/12,"10,360","10,385","10,385","1,971",1.045
TX201903 台指 2019/03,2018/5/31,2019/03,"10,315","10,341","10,341",790,1.045
TX201806 台指 2018/06,2018/6/1,2018/06,"10,854","10,915","10,914","89,108",1.045
TX201807 台指 2018/07,2018/6/1,2018/07,"10,594","10,655","10,657","4,262",1.045
TX201809 台指 2018/09,2018/6/1,2018/09,"10,413","10,478","10,478","4,465",1.045
TX201812 台指 2018/12,2018/6/1,2018/12,"10,365","10,435","10,435","2,020",1.045
TX201903 台指 2019/03,2018/6/1,2019/03,"10,330","10,390","10,390",794,1.045
TX201806 台指 2018/06,2018/6/4,2018/06,"10,976","11,085","11,084","95,697",1.045
TX201807 台指 2018/07,2018/6/4,2018/07,"10,713","10,821","10,820","5,434",1.045
TX201809 台指 2018/09,2018/6/4,2018/09,"10,528","10,638","10,637","4,765",1.045
TX201812 台指 2018/12,2018/6/4,2018/12,"10,498","10,588","10,587","2,145",1.045
TX201903 台指 2019/03,2018/6/4,2019/03,"10,455","10,538","10,538",908,1.045
TX201806 台指 2018/06,2018/6/5,2018/06,"11,101","11,069","11,069","92,064",1.045
TX201807 台指 2018/07,2018/6/5,2018/07,"10,845","10,807","10,808","5,849",1.045
TX201809 台指 2018/09,2018/6/5,2018/09,"10,655","10,626","10,625","4,844",1.045
TX201812 台指 2018/12,2018/6/5,2018/12,"10,600","10,580","10,580","2,213",1.045
TX201903 台指 2019/03,2018/6/5,2019/03,"10,555","10,529","10,529",954,1.045
TX201806 台指 2018/06,2018/6/6,2018/06,"11,095","11,200","11,198","98,231",1.045
TX201807 台指 2018/07,2018/6/6,2018/07,"10,830","10,938","10,937","6,584",1.045
TX201809 台指 2018/09,2018/6/6,2018/09,"10,644","10,751","10,749","4,956",1.045
TX201812 台指 2018/12,2018/6/6,2018/12,"10,597","10,694","10,694","1,874",1.045
TX201903 台指 2019/03,2018/6/6,2019/03,"10,555","10,648","10,646","1,035",1.045
TX201806 台指 2018/06,2018/6/7,2018/06,"11,245","11,227","11,227","94,391",1.045
TX201807 台指 2018/07,2018/6/7,2018/07,"10,989","10,963","10,964","6,978",1.045
TX201809 台指 2018/09,2018/6/7,2018/09,"10,800","10,781","10,780","5,047",1.045
TX201812 台指 2018/12,2018/6/7,2018/12,"10,749","10,728","10,728","1,950",1.045
TX201903 台指 2019/03,2018/6/7,2019/03,"10,695","10,679","10,679","1,110",1.045
TX201806 台指 2018/06,2018/6/8,2018/06,"11,205","11,125","11,125","93,056",1.045
TX201807 台指 2018/07,2018/6/8,2018/07,"10,940","10,864","10,863","7,285",1.045
TX201809 台指 2018/09,2018/6/8,2018/09,"10,757","10,678","10,678","4,988",1.045
TX201812 台指 2018/12,2018/6/8,2018/12,"10,699","10,626","10,626","2,038",1.045
TX201903 台指 2019/03,2018/6/8,2019/03,"10,657","10,574","10,574","1,144",1.045
TX201806 台指 2018/06,2018/6/11,2018/06,"11,151","11,128","11,128","92,478",1.045
TX201807 台指 2018/07,2018/6/11,2018/07,"10,883","10,866","10,865","7,644",1.045
TX201809 台指 2018/09,2018/6/11,2018/09,"10,697","10,685","10,683","5,026",1.045
TX201812 台指 2018/12,2018/6/11,2018/12,"10,657","10,630","10,630","2,119",1.045
TX201903 台指 2019/03,2018/6/11,2019/03,"10,594","10,582","10,582","1,161",1.045
TX201806 台指 2018/06,2018/6/12,2018/06,"11,148","11,141","11,141","89,847",1.045
TX201807 台指 2018/07,2018/6/12,2018/07,"10,880","10,886","10,887","9,119",1.045
TX201809 台指 2018/09,2018/6/12,2018/09,"10,692","10,702","10,701","5,084",1.045
TX201812 台指 2018/12,2018/6/12,2018/12,"10,640","10,635","10,635","2,221",1.045
TX201903 台指 2019/03,2018/6/12,2019/03,"10,600","10,602","10,602","1,185",1.045
TX201806 台指 2018/06,2018/6/13,2018/06,"11,152","11,146","11,146","88,255",1.045
TX201807 台指 2018/07,2018/6/13,2018/07,"10,897","10,893","10,893","10,151",1.045
TX201809 台指 2018/09,2018/6/13,2018/09,"10,706","10,707","10,707","5,150",1.045
TX201812 台指 2018/12,2018/6/13,2018/12,"10,657","10,660","10,660","2,006",1.045
TX201903 台指 2019/03,2018/6/13,2019/03,"10,600","10,609","10,609","1,185",1.045
TX201806 台指 2018/06,2018/6/14,2018/06,"11,101","10,985","10,985","81,479",1.045
TX201807 台指 2018/07,2018/6/14,2018/07,"10,844","10,742","10,741","15,351",1.045
TX201809 台指 2018/09,2018/6/14,2018/09,"10,652","10,564","10,564","5,167",1.045
TX201812 台指 2018/12,2018/6/14,2018/12,"10,605","10,515","10,516","2,071",1.045
TX201903 台指 2019/03,2018/6/14,2019/03,"10,557","10,470","10,470","1,217",1.045
TX201806 台指 2018/06,2018/6/15,2018/06,"11,001","11,055","11,054","69,673",1.045
TX201807 台指 2018/07,2018/6/15,2018/07,"10,760","10,808","10,806","32,857",1.045
TX201809 台指 2018/09,2018/6/15,2018/09,"10,583","10,626","10,626","5,249",1.045
TX201812 台指 2018/12,2018/6/15,2018/12,"10,538","10,579","10,579","2,161",1.045
TX201903 台指 2019/03,2018/6/15,2019/03,"10,483","10,530","10,530","1,255",1.045
TX201806 台指 2018/06,2018/6/19,2018/06,"10,943","10,874","10,875","34,650",1.045
TX201807 台指 2018/07,2018/6/19,2018/07,"10,720","10,629","10,628","68,265",1.045
TX201809 台指 2018/09,2018/6/19,2018/09,"10,533","10,446","10,443","5,129",1.045
TX201812 台指 2018/12,2018/6/19,2018/12,"10,490","10,395","10,395","2,228",1.045
TX201903 台指 2019/03,2018/6/19,2019/03,"10,432","10,350","10,350","1,319",1.045
TX201806 台指 2018/06,2018/6/20,2018/06,"10,904","10,936","10,936","16,346",1.045
TX201807 台指 2018/07,2018/6/20,2018/07,"10,654","10,740","10,739","82,271",1.045
TX201809 台指 2018/09,2018/6/20,2018/09,"10,460","10,559","10,555","5,417",1.045
TX201812 台指 2018/12,2018/6/20,2018/12,"10,426","10,502","10,501","2,075",1.045
TX201903 台指 2019/03,2018/6/20,2019/03,"10,379","10,455","10,455","1,397",1.045
TX201807 台指 2018/07,2018/6/21,2018/07,"10,725","10,706","10,707","87,237",1.045
TX201808 台指 2018/08,2018/6/21,2018/08,"10,587","10,576","10,575",449,1.045
TX201809 台指 2018/09,2018/6/21,2018/09,"10,535","10,529","10,527","5,221",1.045
TX201812 台指 2018/12,2018/6/21,2018/12,"10,484","10,477","10,477","2,096",1.045
TX201903 台指 2019/03,2018/6/21,2019/03,"10,430","10,425","10,425","1,435",1.045
TX201807 台指 2018/07,2018/6/22,2018/07,"10,630","10,655","10,655","89,445",1.045
TX201808 台指 2018/08,2018/6/22,2018/08,"10,498","10,521","10,521",738,1.045
TX201809 台指 2018/09,2018/6/22,2018/09,"10,446","10,477","10,477","5,156",1.045
TX201812 台指 2018/12,2018/6/22,2018/12,"10,400","10,430","10,430","2,242",1.045
TX201903 台指 2019/03,2018/6/22,2019/03,"10,348","10,381","10,381","1,524",1.045
TX201807 台指 2018/07,2018/6/25,2018/07,"10,624","10,584","10,584","90,071",1.045
TX201808 台指 2018/08,2018/6/25,2018/08,"10,493","10,451","10,452",996,1.045
TX201809 台指 2018/09,2018/6/25,2018/09,"10,452","10,407","10,406","5,128",1.045
TX201812 台指 2018/12,2018/6/25,2018/12,"10,398","10,355","10,355","2,385",1.045
TX201903 台指 2019/03,2018/6/25,2019/03,"10,345","10,308","10,308","1,553",1.045
TX201807 台指 2018/07,2018/6/26,2018/07,"10,550","10,592","10,592","90,402",1.045
TX201808 台指 2018/08,2018/6/26,2018/08,"10,410","10,461","10,460","1,146",1.045
TX201809 台指 2018/09,2018/6/26,2018/09,"10,377","10,414","10,413","5,021",1.045
TX201812 台指 2018/12,2018/6/26,2018/12,"10,330","10,362","10,362","2,511",1.045
TX201903 台指 2019/03,2018/6/26,2019/03,"10,282","10,314","10,314","1,616",1.045
TX201807 台指 2018/07,2018/6/27,2018/07,"10,585","10,554","10,556","91,912",1.045
TX201808 台指 2018/08,2018/6/27,2018/08,"10,447","10,427","10,426","1,425",1.045
TX201809 台指 2018/09,2018/6/27,2018/09,"10,413","10,379","10,379","5,040",1.045
TX201812 台指 2018/12,2018/6/27,2018/12,"10,357","10,323","10,323","1,954",1.045
TX201903 台指 2019/03,2018/6/27,2019/03,"10,313","10,266","10,266","1,627",1.045
TX201807 台指 2018/07,2018/6/28,2018/07,"10,513","10,523","10,523","95,673",1.045
TX201808 台指 2018/08,2018/6/28,2018/08,"10,385","10,393","10,393","1,850",1.045
TX201809 台指 2018/09,2018/6/28,2018/09,"10,337","10,349","10,349","4,875",1.045
TX201812 台指 2018/12,2018/6/28,2018/12,"10,274","10,292","10,292","1,931",1.045
TX201903 台指 2019/03,2018/6/28,2019/03,"10,218","10,252","10,252","1,691",1.045
TX201807 台指 2018/07,2018/6/29,2018/07,"10,541","10,677","10,677","95,797",1.045
TX201808 台指 2018/08,2018/6/29,2018/08,"10,422","10,545","10,544","1,992",1.045
TX201809 台指 2018/09,2018/6/29,2018/09,"10,362","10,501","10,500","4,931",1.045
TX201812 台指 2018/12,2018/6/29,2018/12,"10,323","10,448","10,448","2,011",1.045
TX201903 台指 2019/03,2018/6/29,2019/03,"10,270","10,405","10,405","1,735",1.045
TX201807 台指 2018/07,2018/7/2,2018/07,"10,680","10,611","10,610","91,314",1.045
TX201808 台指 2018/08,2018/7/2,2018/08,"10,539","10,481","10,480","2,301",1.045
TX201809 台指 2018/09,2018/7/2,2018/09,"10,499","10,433","10,431","4,901",1.045
TX201812 台指 2018/12,2018/7/2,2018/12,"10,442","10,383","10,383","1,968",1.045
TX201903 台指 2019/03,2018/7/2,2019/03,"10,396","10,330","10,330","1,733",1.045
TX201906 台指 2019/06,2018/7/2,2019/06,,,"10,295",0,1.045
TX201807 台指 2018/07,2018/7/3,2018/07,"10,651","10,622","10,621","91,267",1.045
TX201808 台指 2018/08,2018/7/3,2018/08,"10,510","10,490","10,489","2,706",1.045
TX201809 台指 2018/09,2018/7/3,2018/09,"10,476","10,439","10,439","4,865",1.045
TX201812 台指 2018/12,2018/7/3,2018/12,"10,430","10,389","10,388","2,045",1.045
TX201903 台指 2019/03,2018/7/3,2019/03,"10,375","10,333","10,333","1,746",1.045
TX201906 台指 2019/06,2018/7/3,2019/06,"10,334","10,262","10,287",20,1.045
TX201807 台指 2018/07,2018/7/4,2018/07,"10,598","10,618","10,617","90,864",1.045
TX201808 台指 2018/08,2018/7/4,2018/08,"10,471","10,487","10,488","3,096",1.045
TX201809 台指 2018/09,2018/7/4,2018/09,"10,414","10,436","10,436","4,921",1.045
TX201812 台指 2018/12,2018/7/4,2018/12,"10,360","10,389","10,389","1,957",1.045
TX201903 台指 2019/03,2018/7/4,2019/03,"10,318","10,335","10,335","1,577",1.045
TX201906 台指 2019/06,2018/7/4,2019/06,"10,280","10,297","10,285",23,1.045
TX201807 台指 2018/07,2018/7/5,2018/07,"10,625","10,500","10,501","95,778",1.045
TX201808 台指 2018/08,2018/7/5,2018/08,"10,502","10,374","10,375","4,128",1.045
TX201809 台指 2018/09,2018/7/5,2018/09,"10,441","10,323","10,323","5,039",1.045
TX201812 台指 2018/12,2018/7/5,2018/12,"10,400","10,279","10,279","1,998",1.045
TX201903 台指 2019/03,2018/7/5,2019/03,"10,340","10,230","10,230","1,586",1.045
TX201906 台指 2019/06,2018/7/5,2019/06,"10,292","10,191","10,177",42,1.045
TX201807 台指 2018/07,2018/7/6,2018/07,"10,535","10,539","10,538","97,156",1.045
TX201808 台指 2018/08,2018/7/6,2018/08,"10,411","10,413","10,410","4,198",1.045
TX201809 台指 2018/09,2018/7/6,2018/09,"10,370","10,367","10,363","5,123",1.045
TX201812 台指 2018/12,2018/7/6,2018/12,"10,319","10,312","10,312","1,992",1.045
TX201903 台指 2019/03,2018/7/6,2019/03,"10,264","10,260","10,260","1,575",1.045
TX201906 台指 2019/06,2018/7/6,2019/06,"10,217","10,208","10,208",75,1.045
TX201807 台指 2018/07,2018/7/9,2018/07,"10,583","10,661","10,662","96,151",1.045
TX201808 台指 2018/08,2018/7/9,2018/08,"10,453","10,534","10,533","4,892",1.045
TX201809 台指 2018/09,2018/7/9,2018/09,"10,415","10,483","10,482","5,247",1.045
TX201812 台指 2018/12,2018/7/9,2018/12,"10,358","10,429","10,429","1,984",1.045
TX201903 台指 2019/03,2018/7/9,2019/03,"10,315","10,378","10,378","1,527",1.045
TX201906 台指 2019/06,2018/7/9,2019/06,"10,250","10,329","10,329",81,1.045
TX201807 台指 2018/07,2018/7/10,2018/07,"10,733","10,709","10,708","91,306",1.045
TX201808 台指 2018/08,2018/7/10,2018/08,"10,602","10,580","10,579","5,404",1.045
TX201809 台指 2018/09,2018/7/10,2018/09,"10,550","10,531","10,529","5,340",1.045
TX201812 台指 2018/12,2018/7/10,2018/12,"10,485","10,477","10,476","1,968",1.045
TX201903 台指 2019/03,2018/7/10,2019/03,"10,435","10,420","10,420","1,523",1.045
TX201906 台指 2019/06,2018/7/10,2019/06,"10,385","10,367","10,367",109,1.045
TX201807 台指 2018/07,2018/7/11,2018/07,"10,608","10,617","10,614","89,411",1.045
TX201808 台指 2018/08,2018/7/11,2018/08,"10,490","10,488","10,487","6,822",1.045
TX201809 台指 2018/09,2018/7/11,2018/09,"10,449","10,440","10,439","5,272",1.045
TX201812 台指 2018/12,2018/7/11,2018/12,"10,391","10,386","10,386","1,893",1.045
TX201903 台指 2019/03,2018/7/11,2019/03,"10,315","10,337","10,337","1,527",1.045
TX201906 台指 2019/06,2018/7/11,2019/06,"10,280","10,298","10,280",121,1.045
TX201807 台指 2018/07,2018/7/12,2018/07,"10,640","10,740","10,738","92,520",1.045
TX201808 台指 2018/08,2018/7/12,2018/08,"10,507","10,610","10,609","8,782",1.045
TX201809 台指 2018/09,2018/7/12,2018/09,"10,460","10,560","10,560","5,458",1.045
TX201812 台指 2018/12,2018/7/12,2018/12,"10,405","10,505","10,504","1,882",1.045
TX201903 台指 2019/03,2018/7/12,2019/03,"10,353","10,450","10,450","1,482",1.045
TX201906 台指 2019/06,2018/7/12,2019/06,"10,330","10,390","10,390",161,1.045
TX201807 台指 2018/07,2018/7/13,2018/07,"10,808","10,848","10,848","86,198",1.045
TX201808 台指 2018/08,2018/7/13,2018/08,"10,670","10,720","10,720","17,815",1.045
TX201809 台指 2018/09,2018/7/13,2018/09,"10,617","10,669","10,669","5,567",1.045
TX201812 台指 2018/12,2018/7/13,2018/12,"10,560","10,610","10,610","1,888",1.045
TX201903 台指 2019/03,2018/7/13,2019/03,"10,521","10,555","10,555","1,483",1.045
TX201906 台指 2019/06,2018/7/13,2019/06,"10,450","10,486","10,497",168,1.045
TX201807 台指 2018/07,2018/7/16,2018/07,"10,854","10,815","10,813","57,927",1.045
TX201808 台指 2018/08,2018/7/16,2018/08,"10,728","10,700","10,698","45,449",1.045
TX201809 台指 2018/09,2018/7/16,2018/09,"10,680","10,650","10,650","5,781",1.045
TX201812 台指 2018/12,2018/7/16,2018/12,"10,612","10,595","10,595","1,862",1.045
TX201903 台指 2019/03,2018/7/16,2019/03,"10,563","10,536","10,536","1,492",1.045
TX201906 台指 2019/06,2018/7/16,2019/06,"10,488","10,481","10,481",167,1.045
TX201807 台指 2018/07,2018/7/17,2018/07,"10,809","10,768","10,769","36,909",1.045
TX201808 台指 2018/08,2018/7/17,2018/08,"10,701","10,660","10,659","74,002",1.045
TX201809 台指 2018/09,2018/7/17,2018/09,"10,651","10,615","10,615","5,804",1.045
TX201812 台指 2018/12,2018/7/17,2018/12,"10,592","10,561","10,561","1,862",1.045
TX201903 台指 2019/03,2018/7/17,2019/03,"10,528","10,509","10,509","1,505",1.045
TX201906 台指 2019/06,2018/7/17,2019/06,"10,460","10,455","10,455",168,1.045
TX201807 台指 2018/07,2018/7/18,2018/07,"10,829","10,844","10,844","23,097",1.045
TX201808 台指 2018/08,2018/7/18,2018/08,"10,723","10,717","10,716","85,161",1.045
TX201809 台指 2018/09,2018/7/18,2018/09,"10,668","10,671","10,671","5,829",1.045
TX201812 台指 2018/12,2018/7/18,2018/12,"10,614","10,616","10,616","1,809",1.045
TX201903 台指 2019/03,2018/7/18,2019/03,"10,561","10,556","10,556","1,489",1.045
TX201906 台指 2019/06,2018/7/18,2019/06,"10,511","10,510","10,510",176,1.045
TX201808 台指 2018/08,2018/7/19,2018/08,"10,756","10,721","10,720","89,818",1.045
TX201809 台指 2018/09,2018/7/19,2018/09,"10,700","10,681","10,680","6,086",1.045
TX201810 台指 2018/10,2018/7/19,2018/10,"10,700","10,662","10,662",48,1.045
TX201812 台指 2018/12,2018/7/19,2018/12,"10,650","10,626","10,626","1,853",1.045
TX201903 台指 2019/03,2018/7/19,2019/03,"10,588","10,573","10,573","1,528",1.045
TX201906 台指 2019/06,2018/7/19,2019/06,"10,535","10,516","10,516",222,1.045
TX201808 台指 2018/08,2018/7/20,2018/08,"10,774","10,824","10,824","95,182",1.045
TX201809 台指 2018/09,2018/7/20,2018/09,"10,727","10,785","10,784","6,371",1.045
TX201810 台指 2018/10,2018/7/20,2018/10,"10,718","10,765","10,764",108,1.045
TX201812 台指 2018/12,2018/7/20,2018/12,"10,659","10,729","10,728","1,748",1.045
TX201903 台指 2019/03,2018/7/20,2019/03,"10,615","10,670","10,670","1,511",1.045
TX201906 台指 2019/06,2018/7/20,2019/06,"10,573","10,614","10,614",237,1.045
TX201808 台指 2018/08,2018/7/23,2018/08,"10,846","10,830","10,829","94,797",1.045
TX201809 台指 2018/09,2018/7/23,2018/09,"10,800","10,792","10,790","6,482",1.045
TX201810 台指 2018/10,2018/7/23,2018/10,"10,777","10,771","10,770",126,1.045
