期貨名稱,日期,到期月,開盤價,收盤價,每日結算價,未平倉合約數,無風險利率
TX202006 台指 2020/06,2019/7/30,2020/06,"10,640","10,578","10,570",280,1.045
TX201908 台指 2019/08,2019/7/31,2019/08,"10,721","10,737","10,736","82,881",1.045
TX201909 台指 2019/09,2019/7/31,2019/09,"10,697","10,714","10,711","7,008",1.045
TX201910 台指 2019/10,2019/7/31,2019/10,"10,660","10,680","10,679",440,1.045
TX201912 台指 2019/12,2019/7/31,2019/12,"10,642","10,659","10,659",884,1.045
TX202003 台指 2020/03,2019/7/31,2020/03,"10,574","10,597","10,597",717,1.045
TX202006 台指 2020/06,2019/7/31,2020/06,"10,528","10,554","10,554",290,1.045
TX201908 台指 2019/08,2019/8/1,2019/08,"10,635","10,644","10,644","83,112",1.045
TX201909 台指 2019/09,2019/8/1,2019/09,"10,613","10,618","10,619","7,172",1.045
TX201910 台指 2019/10,2019/8/1,2019/10,"10,587","10,593","10,593",486,1.045
TX201912 台指 2019/12,2019/8/1,2019/12,"10,571","10,568","10,568",906,1.045
TX202003 台指 2020/03,2019/8/1,2020/03,"10,489","10,507","10,507",725,1.045
TX202006 台指 2020/06,2019/8/1,2020/06,"10,430","10,464","10,464",297,1.045
TX201908 台指 2019/08,2019/8/2,2019/08,"10,518","10,469","10,469","88,918",1.045
TX201909 台指 2019/09,2019/8/2,2019/09,"10,500","10,445","10,445","7,419",1.045
TX201910 台指 2019/10,2019/8/2,2019/10,"10,470","10,415","10,415",574,1.045
TX201912 台指 2019/12,2019/8/2,2019/12,"10,450","10,395","10,395",891,1.045
TX202003 台指 2020/03,2019/8/2,2020/03,"10,392","10,330","10,330",785,1.045
TX202006 台指 2020/06,2019/8/2,2020/06,"10,347","10,289","10,289",297,1.045
TX201908 台指 2019/08,2019/8/5,2019/08,"10,421","10,379","10,376","92,332",1.045
TX201909 台指 2019/09,2019/8/5,2019/09,"10,389","10,348","10,350","8,566",1.045
TX201910 台指 2019/10,2019/8/5,2019/10,"10,360","10,323","10,323",688,1.045
TX201912 台指 2019/12,2019/8/5,2019/12,"10,350","10,301","10,301",936,1.045
TX202003 台指 2020/03,2019/8/5,2020/03,"10,280","10,248","10,248",837,1.045
TX202006 台指 2020/06,2019/8/5,2020/06,"10,240","10,200","10,195",338,1.045
TX201908 台指 2019/08,2019/8/6,2019/08,"10,096","10,331","10,329","85,380",1.045
TX201909 台指 2019/09,2019/8/6,2019/09,"10,058","10,299","10,299","9,094",1.045
TX201910 台指 2019/10,2019/8/6,2019/10,"10,070","10,272","10,272",851,1.045
TX201912 台指 2019/12,2019/8/6,2019/12,"10,011","10,250","10,250",994,1.045
TX202003 台指 2020/03,2019/8/6,2020/03,"9,975","10,198","10,191",854,1.045
TX202006 台指 2020/06,2019/8/6,2020/06,"9,919","10,156","10,143",375,1.045
TX201908 台指 2019/08,2019/8/7,2019/08,"10,330","10,347","10,346","85,660",1.045
TX201909 台指 2019/09,2019/8/7,2019/09,"10,300","10,316","10,315","9,438",1.045
TX201910 台指 2019/10,2019/8/7,2019/10,"10,284","10,292","10,292",943,1.045
TX201912 台指 2019/12,2019/8/7,2019/12,"10,246","10,270","10,270","1,033",1.045
TX202003 台指 2020/03,2019/8/7,2020/03,"10,201","10,210","10,210",883,1.045
TX202006 台指 2020/06,2019/8/7,2020/06,"10,149","10,154","10,154",388,1.045
TX201908 台指 2019/08,2019/8/8,2019/08,"10,372","10,439","10,436","84,753",1.045
TX201909 台指 2019/09,2019/8/8,2019/09,"10,333","10,405","10,401","9,703",1.045
TX201910 台指 2019/10,2019/8/8,2019/10,"10,310","10,375","10,375","1,030",1.045
TX201912 台指 2019/12,2019/8/8,2019/12,"10,271","10,351","10,351","1,075",1.045
TX202003 台指 2020/03,2019/8/8,2020/03,"10,220","10,284","10,295",905,1.045
TX202006 台指 2020/06,2019/8/8,2020/06,"10,178","10,242","10,242",395,1.045
TX201908 台指 2019/08,2019/8/12,2019/08,"10,439","10,441","10,439","83,481",1.045
TX201909 台指 2019/09,2019/8/12,2019/09,"10,417","10,406","10,404","10,233",1.045
TX201910 台指 2019/10,2019/8/12,2019/10,"10,368","10,375","10,375","1,119",1.045
TX201912 台指 2019/12,2019/8/12,2019/12,"10,333","10,360","10,352","1,085",1.045
TX202003 台指 2020/03,2019/8/12,2020/03,"10,269","10,295","10,295",914,1.045
TX202006 台指 2020/06,2019/8/12,2020/06,"10,200","10,246","10,246",407,1.045
TX201908 台指 2019/08,2019/8/13,2019/08,"10,385","10,342","10,343","83,395",1.045
TX201909 台指 2019/09,2019/8/13,2019/09,"10,344","10,311","10,308","10,752",1.045
TX201910 台指 2019/10,2019/8/13,2019/10,"10,330","10,280","10,280","1,197",1.045
TX201912 台指 2019/12,2019/8/13,2019/12,"10,300","10,262","10,262","1,118",1.045
TX202003 台指 2020/03,2019/8/13,2020/03,"10,228","10,209","10,199",918,1.045
TX202006 台指 2020/06,2019/8/13,2020/06,"10,200","10,149","10,149",418,1.045
TX201908 台指 2019/08,2019/8/14,2019/08,"10,457","10,429","10,429","83,500",1.045
TX201909 台指 2019/09,2019/8/14,2019/09,"10,420","10,394","10,395","10,992",1.045
TX201910 台指 2019/10,2019/8/14,2019/10,"10,392","10,367","10,368","1,314",1.045
TX201912 台指 2019/12,2019/8/14,2019/12,"10,368","10,338","10,338","1,174",1.045
TX202003 台指 2020/03,2019/8/14,2020/03,"10,309","10,282","10,282",915,1.045
TX202006 台指 2020/06,2019/8/14,2020/06,"10,261","10,233","10,233",396,1.045
TX201908 台指 2019/08,2019/8/15,2019/08,"10,255","10,301","10,300","85,829",1.045
TX201909 台指 2019/09,2019/8/15,2019/09,"10,206","10,267","10,268","13,828",1.045
TX201910 台指 2019/10,2019/8/15,2019/10,"10,194","10,239","10,239","1,621",1.045
TX201912 台指 2019/12,2019/8/15,2019/12,"10,172","10,220","10,220","1,242",1.045
TX202003 台指 2020/03,2019/8/15,2020/03,"10,123","10,165","10,165",924,1.045
TX202006 台指 2020/06,2019/8/15,2020/06,"10,076","10,122","10,122",421,1.045
TX201908 台指 2019/08,2019/8/16,2019/08,"10,315","10,414","10,412","73,710",1.045
TX201909 台指 2019/09,2019/8/16,2019/09,"10,275","10,375","10,376","22,433",1.045
TX201910 台指 2019/10,2019/8/16,2019/10,"10,245","10,345","10,345","2,370",1.045
TX201912 台指 2019/12,2019/8/16,2019/12,"10,224","10,320","10,320","1,446",1.045
TX202003 台指 2020/03,2019/8/16,2020/03,"10,172","10,258","10,258",935,1.045
TX202006 台指 2020/06,2019/8/16,2020/06,"10,123","10,202","10,209",444,1.045
TX201908 台指 2019/08,2019/8/19,2019/08,"10,436","10,484","10,481","51,518",1.045
TX201909 台指 2019/09,2019/8/19,2019/09,"10,401","10,445","10,443","45,434",1.045
TX201910 台指 2019/10,2019/8/19,2019/10,"10,373","10,413","10,413","3,140",1.045
TX201912 台指 2019/12,2019/8/19,2019/12,"10,340","10,388","10,387","1,507",1.045
TX202003 台指 2020/03,2019/8/19,2020/03,"10,279","10,324","10,324",946,1.045
TX202006 台指 2020/06,2019/8/19,2020/06,"10,235","10,278","10,278",441,1.045
TX201908 台指 2019/08,2019/8/20,2019/08,"10,487","10,527","10,526","35,340",1.045
TX201909 台指 2019/09,2019/8/20,2019/09,"10,443","10,487","10,485","63,232",1.045
TX201910 台指 2019/10,2019/8/20,2019/10,"10,413","10,455","10,455","3,649",1.045
TX201912 台指 2019/12,2019/8/20,2019/12,"10,389","10,428","10,428","1,568",1.045
TX202003 台指 2020/03,2019/8/20,2020/03,"10,330","10,359","10,359",958,1.045
TX202006 台指 2020/06,2019/8/20,2020/06,"10,275","10,307","10,307",458,1.045
TX201908 台指 2019/08,2019/8/21,2019/08,"10,514","10,528","10,528","17,457",1.045
TX201909 台指 2019/09,2019/8/21,2019/09,"10,475","10,492","10,490","76,928",1.045
TX201910 台指 2019/10,2019/8/21,2019/10,"10,441","10,458","10,457","3,749",1.045
TX201912 台指 2019/12,2019/8/21,2019/12,"10,409","10,428","10,428","1,594",1.045
TX202003 台指 2020/03,2019/8/21,2020/03,"10,350","10,363","10,363",971,1.045
TX202006 台指 2020/06,2019/8/21,2020/06,"10,303","10,306","10,306",469,1.045
TX201909 台指 2019/09,2019/8/22,2019/09,"10,538","10,477","10,476","81,181",1.045
TX201910 台指 2019/10,2019/8/22,2019/10,"10,503","10,444","10,444","3,995",1.045
TX201911 台指 2019/11,2019/8/22,2019/11,"10,496","10,431","10,431",60,1.045
TX201912 台指 2019/12,2019/8/22,2019/12,"10,473","10,416","10,416","1,638",1.045
TX202003 台指 2020/03,2019/8/22,2020/03,"10,403","10,355","10,349","1,003",1.045
TX202006 台指 2020/06,2019/8/22,2020/06,"10,345","10,293","10,293",467,1.045
TX201909 台指 2019/09,2019/8/23,2019/09,"10,485","10,499","10,497","83,221",1.045
TX201910 台指 2019/10,2019/8/23,2019/10,"10,451","10,466","10,464","4,184",1.045
TX201911 台指 2019/11,2019/8/23,2019/11,"10,443","10,441","10,453",74,1.045
TX201912 台指 2019/12,2019/8/23,2019/12,"10,428","10,428","10,437","1,653",1.045
TX202003 台指 2020/03,2019/8/23,2020/03,"10,359","10,362","10,368","1,010",1.045
TX202006 台指 2020/06,2019/8/23,2020/06,"10,303","10,311","10,311",466,1.045
TX201909 台指 2019/09,2019/8/26,2019/09,"10,335","10,307","10,307","86,065",1.045
TX201910 台指 2019/10,2019/8/26,2019/10,"10,307","10,280","10,277","4,396",1.045
TX201911 台指 2019/11,2019/8/26,2019/11,"10,298","10,262","10,262",112,1.045
TX201912 台指 2019/12,2019/8/26,2019/12,"10,325","10,250","10,250","1,707",1.045
TX202003 台指 2020/03,2019/8/26,2020/03,"10,254","10,181","10,181","1,021",1.045
TX202006 台指 2020/06,2019/8/26,2020/06,"10,165","10,131","10,124",499,1.045
TX201909 台指 2019/09,2019/8/27,2019/09,"10,372","10,364","10,363","84,237",1.045
TX201910 台指 2019/10,2019/8/27,2019/10,"10,343","10,332","10,330","4,683",1.045
TX201911 台指 2019/11,2019/8/27,2019/11,"10,330","10,317","10,317",114,1.045
TX201912 台指 2019/12,2019/8/27,2019/12,"10,315","10,305","10,305","1,703",1.045
TX202003 台指 2020/03,2019/8/27,2020/03,"10,253","10,234","10,234","1,026",1.045
TX202006 台指 2020/06,2019/8/27,2020/06,"10,184","10,178","10,178",504,1.045
TX201909 台指 2019/09,2019/8/28,2019/09,"10,390","10,413","10,412","84,668",1.045
TX201910 台指 2019/10,2019/8/28,2019/10,"10,352","10,380","10,379","5,302",1.045
TX201911 台指 2019/11,2019/8/28,2019/11,"10,341","10,364","10,364",129,1.045
TX201912 台指 2019/12,2019/8/28,2019/12,"10,335","10,350","10,350","1,697",1.045
TX202003 台指 2020/03,2019/8/28,2020/03,"10,264","10,281","10,281","1,037",1.045
TX202006 台指 2020/06,2019/8/28,2020/06,"10,210","10,223","10,223",529,1.045
TX201909 台指 2019/09,2019/8/29,2019/09,"10,420","10,430","10,430","86,323",1.045
TX201910 台指 2019/10,2019/8/29,2019/10,"10,386","10,399","10,398","5,469",1.045
TX201911 台指 2019/11,2019/8/29,2019/11,"10,361","10,389","10,383",135,1.045
TX201912 台指 2019/12,2019/8/29,2019/12,"10,345","10,377","10,369","1,714",1.045
TX202003 台指 2020/03,2019/8/29,2020/03,"10,277","10,300","10,300","1,038",1.045
TX202006 台指 2020/06,2019/8/29,2020/06,"10,215","10,244","10,244",541,1.045
TX201909 台指 2019/09,2019/8/30,2019/09,"10,520","10,576","10,577","89,462",1.045
TX201910 台指 2019/10,2019/8/30,2019/10,"10,483","10,544","10,543","5,803",1.045
TX201911 台指 2019/11,2019/8/30,2019/11,"10,469","10,530","10,530",181,1.045
TX201912 台指 2019/12,2019/8/30,2019/12,"10,459","10,516","10,516","1,761",1.045
TX202003 台指 2020/03,2019/8/30,2020/03,"10,399","10,447","10,447","1,080",1.045
TX202006 台指 2020/06,2019/8/30,2020/06,"10,328","10,390","10,390",561,1.045
TX201909 台指 2019/09,2019/9/2,2019/09,"10,564","10,605","10,603","89,036",1.045
TX201910 台指 2019/10,2019/9/2,2019/10,"10,528","10,570","10,569","5,955",1.045
TX201911 台指 2019/11,2019/9/2,2019/11,"10,515","10,555","10,555",185,1.045
TX201912 台指 2019/12,2019/9/2,2019/12,"10,507","10,538","10,538","1,761",1.045
TX202003 台指 2020/03,2019/9/2,2020/03,"10,431","10,473","10,473","1,090",1.045
TX202006 台指 2020/06,2019/9/2,2020/06,"10,376","10,420","10,420",574,1.045
TX201909 台指 2019/09,2019/9/3,2019/09,"10,599","10,543","10,543","89,704",1.045
TX201910 台指 2019/10,2019/9/3,2019/10,"10,565","10,511","10,510","6,100",1.045
TX201911 台指 2019/11,2019/9/3,2019/11,"10,554","10,495","10,495",220,1.045
TX201912 台指 2019/12,2019/9/3,2019/12,"10,543","10,481","10,481","1,779",1.045
TX202003 台指 2020/03,2019/9/3,2020/03,"10,477","10,412","10,412","1,139",1.045
TX202006 台指 2020/06,2019/9/3,2020/06,"10,423","10,355","10,355",580,1.045
TX201909 台指 2019/09,2019/9/4,2019/09,"10,563","10,644","10,644","93,962",1.045
TX201910 台指 2019/10,2019/9/4,2019/10,"10,525","10,613","10,611","6,795",1.045
TX201911 台指 2019/11,2019/9/4,2019/11,"10,514","10,595","10,595",278,1.045
TX201912 台指 2019/12,2019/9/4,2019/12,"10,506","10,591","10,581","1,783",1.045
TX202003 台指 2020/03,2019/9/4,2020/03,"10,434","10,521","10,511","1,119",1.045
TX202006 台指 2020/06,2019/9/4,2020/06,"10,395","10,456","10,456",595,1.045
TX201909 台指 2019/09,2019/9/5,2019/09,"10,719","10,735","10,734","90,714",1.045
TX201910 台指 2019/10,2019/9/5,2019/10,"10,680","10,703","10,702","7,170",1.045
TX201911 台指 2019/11,2019/9/5,2019/11,"10,668","10,686","10,686",356,1.045
TX201912 台指 2019/12,2019/9/5,2019/12,"10,654","10,681","10,675","1,845",1.045
TX202003 台指 2020/03,2019/9/5,2020/03,"10,590","10,606","10,606","1,345",1.045
TX202006 台指 2020/06,2019/9/5,2020/06,"10,540","10,547","10,546",605,1.045
TX201909 台指 2019/09,2019/9/6,2019/09,"10,776","10,768","10,767","90,848",1.045
TX201910 台指 2019/10,2019/9/6,2019/10,"10,745","10,737","10,736","7,466",1.045
TX201911 台指 2019/11,2019/9/6,2019/11,"10,726","10,722","10,722",431,1.045
TX201912 台指 2019/12,2019/9/6,2019/12,"10,707","10,708","10,708","1,905",1.045
TX202003 台指 2020/03,2019/9/6,2020/03,"10,641","10,652","10,639","1,358",1.045
TX202006 台指 2020/06,2019/9/6,2020/06,"10,592","10,589","10,581",620,1.045
TX201909 台指 2019/09,2019/9/9,2019/09,"10,802","10,792","10,793","91,352",1.045
TX201910 台指 2019/10,2019/9/9,2019/10,"10,766","10,762","10,763","7,822",1.045
TX201911 台指 2019/11,2019/9/9,2019/11,"10,750","10,751","10,748",477,1.045
TX201912 台指 2019/12,2019/9/9,2019/12,"10,750","10,736","10,736","1,915",1.045
TX202003 台指 2020/03,2019/9/9,2020/03,"10,670","10,666","10,666","1,365",1.045
TX202006 台指 2020/06,2019/9/9,2020/06,"10,611","10,608","10,608",635,1.045
TX201909 台指 2019/09,2019/9/10,2019/09,"10,801","10,743","10,742","90,246",1.045
TX201910 台指 2019/10,2019/9/10,2019/10,"10,763","10,713","10,714","7,986",1.045
TX201911 台指 2019/11,2019/9/10,2019/11,"10,753","10,701","10,701",484,1.045
TX201912 台指 2019/12,2019/9/10,2019/12,"10,743","10,686","10,686","1,907",1.045
TX202003 台指 2020/03,2019/9/10,2020/03,"10,673","10,618","10,618","1,371",1.045
TX202006 台指 2020/06,2019/9/10,2020/06,"10,625","10,560","10,560",632,1.045
TX201909 台指 2019/09,2019/9/11,2019/09,"10,795","10,773","10,774","85,869",1.045
TX201910 台指 2019/10,2019/9/11,2019/10,"10,755","10,750","10,748","11,505",1.045
TX201911 台指 2019/11,2019/9/11,2019/11,"10,744","10,735","10,735",503,1.045
TX201912 台指 2019/12,2019/9/11,2019/12,"10,737","10,724","10,724","1,923",1.045
TX202003 台指 2020/03,2019/9/11,2020/03,"10,667","10,654","10,654","1,431",1.045
TX202006 台指 2020/06,2019/9/11,2020/06,"10,609","10,594","10,594",651,1.045
TX201909 台指 2019/09,2019/9/12,2019/09,"10,842","10,824","10,824","89,210",1.045
TX201910 台指 2019/10,2019/9/12,2019/10,"10,812","10,801","10,799","21,282",1.045
TX201911 台指 2019/11,2019/9/12,2019/11,"10,798","10,787","10,786",827,1.045
TX201912 台指 2019/12,2019/9/12,2019/12,"10,795","10,769","10,769","2,176",1.045
TX202003 台指 2020/03,2019/9/12,2020/03,"10,723","10,702","10,702","1,582",1.045
TX202006 台指 2020/06,2019/9/12,2020/06,"10,664","10,640","10,640",653,1.045
TX201909 台指 2019/09,2019/9/16,2019/09,"10,802","10,881","10,878","76,200",1.045
TX201910 台指 2019/10,2019/9/16,2019/10,"10,779","10,844","10,843","49,828",1.045
TX201911 台指 2019/11,2019/9/16,2019/11,"10,786","10,829","10,830",874,1.045
TX201912 台指 2019/12,2019/9/16,2019/12,"10,757","10,817","10,817","2,280",1.045
TX202003 台指 2020/03,2019/9/16,2020/03,"10,694","10,751","10,750","1,703",1.045
TX202006 台指 2020/06,2019/9/16,2020/06,"10,606","10,690","10,690",696,1.045
TX201909 台指 2019/09,2019/9/17,2019/09,"10,907","10,863","10,865","52,416",1.045
TX201910 台指 2019/10,2019/9/17,2019/10,"10,864","10,839","10,842","77,561",1.045
TX201911 台指 2019/11,2019/9/17,2019/11,"10,850","10,826","10,826",919,1.045
TX201912 台指 2019/12,2019/9/17,2019/12,"10,840","10,813","10,810","2,337",1.045
TX202003 台指 2020/03,2019/9/17,2020/03,"10,778","10,746","10,746","1,706",1.045
TX202006 台指 2020/06,2019/9/17,2020/06,"10,719","10,681","10,681",720,1.045
TX201909 台指 2019/09,2019/9/18,2019/09,"10,912","10,959","10,960","37,407",1.045
TX201910 台指 2019/10,2019/9/18,2019/10,"10,885","10,895","10,894","85,727",1.045
TX201911 台指 2019/11,2019/9/18,2019/11,"10,865","10,880","10,878","1,196",1.045
TX201912 台指 2019/12,2019/9/18,2019/12,"10,848","10,864","10,864","2,406",1.045
TX202003 台指 2020/03,2019/9/18,2020/03,"10,775","10,800","10,800","1,707",1.045
TX202006 台指 2020/06,2019/9/18,2020/06,"10,719","10,740","10,740",753,1.045
TX201910 台指 2019/10,2019/9/19,2019/10,"10,915","10,870","10,867","88,886",1.045
TX201911 台指 2019/11,2019/9/19,2019/11,"10,898","10,855","10,855","1,468",1.045
TX201912 台指 2019/12,2019/9/19,2019/12,"10,885","10,840","10,840","2,508",1.045
TX202003 台指 2020/03,2019/9/19,2020/03,"10,817","10,769","10,775","1,729",1.045
TX202006 台指 2020/06,2019/9/19,2020/06,"10,770","10,713","10,713",804,1.045
TX202009 台指 2020/09,2019/9/19,2020/09,"10,404","10,347","10,347",79,1.045
TX201910 台指 2019/10,2019/9/20,2019/10,"10,901","10,901","10,899","90,803",1.045
TX201911 台指 2019/11,2019/9/20,2019/11,"10,885","10,886","10,885","1,598",1.045
TX201912 台指 2019/12,2019/9/20,2019/12,"10,868","10,870","10,870","2,574",1.045
TX202003 台指 2020/03,2019/9/20,2020/03,"10,804","10,805","10,805","1,726",1.045
TX202006 台指 2020/06,2019/9/20,2020/06,"10,738","10,741","10,741",814,1.045
TX202009 台指 2020/09,2019/9/20,2020/09,"10,371","10,381","10,385",103,1.045
TX201910 台指 2019/10,2019/9/23,2019/10,"10,894","10,894","10,892","90,753",1.045
TX201911 台指 2019/11,2019/9/23,2019/11,"10,872","10,877","10,876","1,963",1.045
TX201912 台指 2019/12,2019/9/23,2019/12,"10,865","10,861","10,861","2,600",1.045
TX202003 台指 2020/03,2019/9/23,2020/03,"10,791","10,795","10,795","1,724",1.045
TX202006 台指 2020/06,2019/9/23,2020/06,"10,746","10,734","10,734",792,1.045
TX202009 台指 2020/09,2019/9/23,2020/09,"10,390","10,379","10,379",113,1.045
TX201910 台指 2019/10,2019/9/24,2019/10,"10,911","10,908","10,905","92,890",1.045
TX201911 台指 2019/11,2019/9/24,2019/11,"10,895","10,890","10,888","4,355",1.045
TX201912 台指 2019/12,2019/9/24,2019/12,"10,878","10,875","10,872","2,642",1.045
TX202003 台指 2020/03,2019/9/24,2020/03,"10,785","10,811","10,810","1,735",1.045
TX202006 台指 2020/06,2019/9/24,2020/06,"10,761","10,745","10,745",803,1.045
TX202009 台指 2020/09,2019/9/24,2020/09,"10,386","10,390","10,390",123,1.045
TX201910 台指 2019/10,2019/9/25,2019/10,"10,865","10,841","10,841","92,783",1.045
TX201911 台指 2019/11,2019/9/25,2019/11,"10,844","10,822","10,823","4,738",1.045
TX201912 台指 2019/12,2019/9/25,2019/12,"10,831","10,812","10,812","2,709",1.045
TX202003 台指 2020/03,2019/9/25,2020/03,"10,757","10,747","10,747","1,769",1.045
TX202006 台指 2020/06,2019/9/25,2020/06,"10,706","10,689","10,689",824,1.045
TX202009 台指 2020/09,2019/9/25,2020/09,"10,355","10,334","10,334",158,1.045
TX201910 台指 2019/10,2019/9/26,2019/10,"10,876","10,843","10,843","92,606",1.045
TX201911 台指 2019/11,2019/9/26,2019/11,"10,850","10,825","10,825","4,870",1.045
TX201912 台指 2019/12,2019/9/26,2019/12,"10,835","10,807","10,807","2,723",1.045
TX202003 台指 2020/03,2019/9/26,2020/03,"10,785","10,744","10,744","1,773",1.045
TX202006 台指 2020/06,2019/9/26,2020/06,"10,721","10,686","10,686",832,1.045
TX202009 台指 2020/09,2019/9/26,2020/09,"10,356","10,338","10,338",169,1.045
TX201910 台指 2019/10,2019/9/27,2019/10,"10,876","10,824","10,823","92,770",1.045
TX201911 台指 2019/11,2019/9/27,2019/11,"10,862","10,804","10,805","5,677",1.045
TX201912 台指 2019/12,2019/9/27,2019/12,"10,838","10,790","10,790","2,726",1.045
TX202003 台指 2020/03,2019/9/27,2020/03,"10,776","10,727","10,727","1,776",1.045
TX202006 台指 2020/06,2019/9/27,2020/06,"10,717","10,669","10,669",846,1.045
TX202009 台指 2020/09,2019/9/27,2020/09,"10,380","10,320","10,320",176,1.045
TX201910 台指 2019/10,2019/10/1,2019/10,"10,856","10,954","10,953","99,107",1.045
TX201911 台指 2019/11,2019/10/1,2019/11,"10,828","10,936","10,935","6,642",1.045
TX201912 台指 2019/12,2019/10/1,2019/12,"10,819","10,916","10,916","2,692",1.045
TX202003 台指 2020/03,2019/10/1,2020/03,"10,727","10,852","10,852","1,769",1.045
TX202006 台指 2020/06,2019/10/1,2020/06,"10,695","10,796","10,796",793,1.045
TX202009 台指 2020/09,2019/10/1,2020/09,"10,351","10,445","10,445",159,1.045
TX201910 台指 2019/10,2019/10/2,2019/10,"10,916","10,922","10,923","96,454",1.045
TX201911 台指 2019/11,2019/10/2,2019/11,"10,903","10,906","10,906","6,936",1.045
TX201912 台指 2019/12,2019/10/2,2019/12,"10,879","10,890","10,890","2,724",1.045
TX202003 台指 2020/03,2019/10/2,2020/03,"10,818","10,823","10,823","1,771",1.045
TX202006 台指 2020/06,2019/10/2,2020/06,"10,756","10,763","10,763",794,1.045
TX202009 台指 2020/09,2019/10/2,2020/09,"10,409","10,417","10,417",168,1.045
TX201910 台指 2019/10,2019/10/3,2019/10,"10,827","10,851","10,849","96,220",1.045
TX201911 台指 2019/11,2019/10/3,2019/11,"10,812","10,834","10,833","7,306",1.045
TX201912 台指 2019/12,2019/10/3,2019/12,"10,790","10,817","10,817","2,756",1.045
TX202003 台指 2020/03,2019/10/3,2020/03,"10,712","10,750","10,750","1,758",1.045
TX202006 台指 2020/06,2019/10/3,2020/06,"10,669","10,696","10,691",791,1.045
TX202009 台指 2020/09,2019/10/3,2020/09,"10,300","10,342","10,342",184,1.045
TX201910 台指 2019/10,2019/10/4,2019/10,"10,881","10,880","10,877","94,539",1.045
TX201911 台指 2019/11,2019/10/4,2019/11,"10,860","10,863","10,860","8,563",1.045
TX201912 台指 2019/12,2019/10/4,2019/12,"10,846","10,837","10,843","2,803",1.045
TX202003 台指 2020/03,2019/10/4,2020/03,"10,771","10,778","10,778","1,746",1.045
TX202006 台指 2020/06,2019/10/4,2020/06,"10,711","10,727","10,717",793,1.045
TX202009 台指 2020/09,2019/10/4,2020/09,"10,400","10,380","10,372",189,1.045
TX201910 台指 2019/10,2019/10/7,2019/10,"10,907","10,915","10,914","94,778",1.045
TX201911 台指 2019/11,2019/10/7,2019/11,"10,888","10,894","10,894","9,880",1.045
TX201912 台指 2019/12,2019/10/7,2019/12,"10,865","10,876","10,876","2,875",1.045
TX202003 台指 2020/03,2019/10/7,2020/03,"10,815","10,813","10,813","1,731",1.045
TX202006 台指 2020/06,2019/10/7,2020/06,"10,753","10,751","10,751",808,1.045
TX202009 台指 2020/09,2019/10/7,2020/09,"10,390","10,405","10,405",185,1.045
TX201910 台指 2019/10,2019/10/8,2019/10,"10,958","11,001","11,000","99,201",1.045
TX201911 台指 2019/11,2019/10/8,2019/11,"10,927","10,981","10,981","13,920",1.045
TX201912 台指 2019/12,2019/10/8,2019/12,"10,910","10,964","10,964","3,042",1.045
TX202003 台指 2020/03,2019/10/8,2020/03,"10,835","10,894","10,894","1,759",1.045
TX202006 台指 2020/06,2019/10/8,2020/06,"10,790","10,832","10,832",817,1.045
TX202009 台指 2020/09,2019/10/8,2020/09,"10,436","10,481","10,487",165,1.045
TX201910 台指 2019/10,2019/10/9,2019/10,"10,963","10,880","10,883","85,510",1.045
TX201911 台指 2019/11,2019/10/9,2019/11,"10,945","10,864","10,865","19,436",1.045
TX201912 台指 2019/12,2019/10/9,2019/12,"10,933","10,850","10,849","3,038",1.045
TX202003 台指 2020/03,2019/10/9,2020/03,"10,850","10,780","10,780","1,770",1.045
TX202006 台指 2020/06,2019/10/9,2020/06,"10,796","10,718","10,718",831,1.045
TX202009 台指 2020/09,2019/10/9,2020/09,"10,440","10,381","10,381",213,1.045
TX201910 台指 2019/10,2019/10/14,2019/10,"11,070","11,076","11,073","63,557",1.045
TX201911 台指 2019/11,2019/10/14,2019/11,"11,034","11,055","11,056","49,488",1.045
TX201912 台指 2019/12,2019/10/14,2019/12,"11,010","11,041","11,038","3,286",1.045
TX202003 台指 2020/03,2019/10/14,2020/03,"10,975","10,970","10,969","1,802",1.045
TX202006 台指 2020/06,2019/10/14,2020/06,"10,881","10,909","10,909",845,1.045
TX202009 台指 2020/09,2019/10/14,2020/09,"10,508","10,561","10,567",191,1.045
TX201910 台指 2019/10,2019/10/15,2019/10,"11,083","11,108","11,107","34,156",1.045
TX201911 台指 2019/11,2019/10/15,2019/11,"11,061","11,087","11,087","82,894",1.045
TX201912 台指 2019/12,2019/10/15,2019/12,"11,038","11,066","11,066","3,474",1.045
TX202003 台指 2020/03,2019/10/15,2020/03,"10,975","10,998","10,998","1,831",1.045
TX202006 台指 2020/06,2019/10/15,2020/06,"10,909","10,932","10,937",839,1.045
TX202009 台指 2020/09,2019/10/15,2020/09,"10,580","10,596","10,596",196,1.045
TX201910 台指 2019/10,2019/10/16,2019/10,"11,158","11,145","11,146","17,029",1.045
TX201911 台指 2019/11,2019/10/16,2019/11,"11,140","11,131","11,131","93,801",1.045
TX201912 台指 2019/12,2019/10/16,2019/12,"11,115","11,112","11,109","3,714",1.045
TX202003 台指 2020/03,2019/10/16,2020/03,"11,046","11,039","11,039","1,892",1.045
TX202006 台指 2020/06,2019/10/16,2020/06,"10,985","10,976","10,976",852,1.045
TX202009 台指 2020/09,2019/10/16,2020/09,"10,644","10,640","10,640",210,1.045
TX201911 台指 2019/11,2019/10/17,2019/11,"11,148","11,157","11,158","98,985",1.045
